date,South Carolina-apple-driving,South Carolina-apple-walking,South Carolina-google-retail_and_recreation,South Carolina-google-grocery_and_pharmacy,South Carolina-google-parks,South Carolina-google-transit_stations,South Carolina-google-workplaces,South Carolina-google-residential,South Carolina-jh_beta_7,South Carolina-jh_gamma_7,South Carolina-cdc_beta_7,South Carolina-cdc_gamma_7,South Carolina-jh_beta_14,South Carolina-jh_gamma_14,South Carolina-cdc_beta_14,South Carolina-cdc_gamma_14,South Carolina-jh_beta_30,South Carolina-jh_gamma_30,South Carolina-cdc_beta_30,South Carolina-cdc_gamma_30,South Carolina-census_pop,South Carolina-jh_confirmed,South Carolina-jh_death,South Carolina-cdc_confirmed,South Carolina-cdc_death,South Carolina-jh_confirmed_ratio,South Carolina-jh_death_ratio,South Carolina-cdc_confirmed_ratio,South Carolina-cdc_death_ratio
01-30-2021,138.26,159.45,-14.0,-7.0,-6.0,-16.0,-9.0,5.0,0.0250000010120202,4.713137217013842e-05,0.0250000008877482,4.407834454771029e-05,0.0250000061788002,0.0001272451049979,0.0250000073804721,0.0001544614105986,0.0250000138341715,0.0001284241765633,0.0250000176047148,0.0001626880661846,5148714,439785,7014,460899,7424,0.0854164748712008,0.0013622819212719,0.0895173047094866,0.0014419134564475
01-31-2021,94.87,90.77,-20.0,-14.0,-47.0,-14.0,-19.0,7.0,0.0250000010602641,4.887586294743218e-05,0.0250000008436673,4.186308547724167e-05,0.0250000063526892,0.0001294822429156,0.025000007108401,0.0001483755610759,0.0250000138840178,0.0001287775432428,0.0250000172860946,0.0001602658058285,5148714,443386,7042,464490,7459,0.0861158728179502,0.0013677201724547,0.0902147604236708,0.0014487112704259
02-01-2021,113.77,104.21,-14.0,-8.0,-29.0,-20.0,-23.0,8.0,0.0250000010694745,4.9985915944544776e-05,0.0250000007997656,4.015524529186688e-05,0.0250000058023095,0.0001169826127457,0.024999999662586,0.0001185000053917,0.025000014670745,0.0001360226883127,0.0250000164256074,0.0001527780977508,5148714,445916,7283,467106,7482,0.0866072576569605,0.0014145279772774,0.0907228484627423,0.001453178405326
02-02-2021,117.06,108.45,-12.0,-6.0,-25.0,-17.0,-24.0,8.0,0.0250000832004918,0.0002104084930433,0.0250000008928169,4.488042296982482e-05,0.0250000068502484,0.0001367804857752,0.0249999966981813,0.0001250585588771,0.0250000143183019,0.0001321843323907,0.0250000159808662,0.0001494020618063,5148714,447904,7318,469036,7522,0.0869933734909338,0.0014213257912558,0.0910976993478371,0.0014609473355871
02-03-2021,120.17,113.54,-11.0,-7.0,-21.0,-17.0,-24.0,7.0,0.0250001065877321,0.0002415662694778,0.0250000009158084,4.650174883316425e-05,0.0250000077750247,0.0001553725477431,0.0249999938314453,0.0001306903214305,0.0250000137953613,0.0001273130455674,0.0250000158042549,0.0001485872850056,5148714,450794,7394,471799,7605,0.0875546787022934,0.0014360867587517,0.0916343382056179,0.0014770678658787
02-04-2021,124.01,117.43,-14.0,-9.0,-23.0,-15.0,-24.0,8.0,0.0250001022825865,0.0002382964387209,0.0250000007776936,4.0342991314486655e-05,0.0250000080971747,0.0001614709653728,0.0249999945135909,0.0001208370866074,0.0250000143417216,0.0001323409976887,0.0250000158233231,0.0001494055577136,5148714,453878,7487,474484,7703,0.088153663225419,0.0014541495216086,0.0921558276493897,0.0014961017450182
02-05-2021,142.65,145.56,-16.0,-10.0,-30.0,-19.0,-23.0,8.0,0.0250000012297888,5.63051538191526e-05,0.0250000007945351,4.024839048129702e-05,0.0250000011792102,0.0001619294627928,0.0249999937087377,0.000117959773297,0.0250000149709787,0.0001380684920952,0.0250000160190769,0.0001517347322299,5148714,459974,7553,478182,7744,0.0893376481972003,0.0014669682565393,0.0928740652520221,0.0015040648985358
02-06-2021,134.81,153.38,-16.0,-6.0,-22.0,-21.0,-10.0,5.0,0.0250000671027267,0.0001935834309869,0.0250000008417677,4.1986632626290574e-05,0.0249999957670398,0.0001723967820036,0.0249999914516799,0.0001202624985371,0.0250000146556902,0.0001350155418996,0.0250000152397605,0.0001448064698641,5148714,462981,7611,480907,7802,0.0899216775295734,0.0014782332054178,0.0934033236260549,0.0015153298474143
02-07-2021,97.17,97.16,-20.0,-5.0,-30.0,-19.0,-17.0,5.0,0.0250000656267772,0.0001941911511528,0.0250000007977501,3.991208662800964e-05,0.0249999917225852,0.0001723442158528,0.0249999918145349,0.0001134444199897,0.0250000143985628,0.000132616349458,0.0250000145002256,0.0001382240199484,5148714,466373,7651,483910,7844,0.0905804828157089,0.0014860021356789,0.0939865760654019,0.0015234872241884
02-08-2021,116.32,108.57,-16.0,-9.0,-9.0,-16.0,-23.0,7.0,0.0250000729771481,0.000208698578276,0.0250000008614292,4.2937325934827385e-05,0.0249999871030301,0.0001725828098793,0.0249999916841982,0.0001085929614792,0.0250000145374714,0.0001343639667077,0.0250000142344857,0.0001364700027569,5148714,468403,7690,485859,7886,0.0909747560264563,0.0014935768426834,0.0943651171923707,0.0015316446009624
02-09-2021,119.04,111.21,-14.0,-6.0,-12.0,-15.0,-23.0,8.0,0.0250000009205787,4.576666560371243e-05,0.0250000009446501,4.706587203819051e-05,0.0249999784936467,0.000185681298814,0.0249999880443786,0.0001162020536231,0.0250000143335052,0.0001329045156317,0.025000013574757,0.0001307459605771,5148714,470311,7693,487624,7890,0.0913453339999075,0.001494159512453,0.0947079212401388,0.0015324214939885
02-10-2021,121.41,113.59,-13.0,-7.0,-15.0,-15.0,-23.0,7.0,0.0250000009147101,4.659669101343515e-05,0.0250000009234114,4.716502615439444e-05,0.0249999716206535,0.0001922276511154,0.0249999859953442,0.000118234344911,0.0250000142358584,0.0001325795957496,0.0250000131878054,0.0001278888538966,5148714,473140,7742,489903,7941,0.091894791592619,0.0015036764520227,0.0951505560417611,0.0015423268800714
02-11-2021,128.17,122.99,-14.0,-8.0,-24.0,-12.0,-23.0,9.0,0.0250000008013196,4.222160742014563e-05,0.0250000007867018,4.163587231586046e-05,0.0249999708847388,0.0001827261613394,0.0249999889077774,0.000105776617591,0.0250000145769259,0.000136477230585,0.0250000132717506,0.0001293679913671,5148714,476287,7837,492349,7964,0.0925060121809057,0.0015221276613927,0.0956256261272232,0.0015467940149715
02-12-2021,153.09,158.72,-15.0,-7.0,-33.0,-13.0,-24.0,8.0,0.0250000006964934,3.713933212788773e-05,0.0250000005857497,3.3222952835021524e-05,0.0249999827662191,0.0001456452916864,0.0249999892986693,9.995722684754724e-05,0.0250000148181479,0.0001391622047616,0.0250000131482615,0.0001287957091954,5148714,480157,7894,495289,7990,0.0932576561836606,0.0015331983870146,0.0961966425014091,0.0015518438196411
02-13-2021,144.25,178.87,-15.0,-3.0,-41.0,-21.0,-14.0,7.0,0.0250000006792098,3.580785891693164e-05,0.0250000005515693,3.198305421642569e-05,0.0249999787093864,0.000148364726317,0.0249999887299422,9.748444280377098e-05,0.0250000146663537,0.000138438543158,0.0250000126103116,0.0001242520016368,5148714,483140,7911,497685,8008,0.093837024157877,0.0015365001823756,0.0966620014240449,0.0015553398382586
02-14-2021,110.66,119.76,-13.0,-6.0,-49.0,-14.0,-18.0,6.0,0.0250000006424753,3.426502712966401e-05,0.0250000004503031,2.782547108036755e-05,0.0249999780506115,0.0001429472155712,0.0249999905191679,8.845436381082372e-05,0.0250000147569305,0.0001402083946665,0.0250000121209221,0.0001202015810176,5148714,487293,7998,501150,8035,0.0946436333422287,0.0015533976056933,0.0973349850079068,0.0015605838661848
02-15-2021,113.59,108.02,-15.0,-10.0,-28.0,-15.0,-33.0,11.0,0.025000000704873,3.6529430524280616e-05,0.0250000003992888,2.5715252194821498e-05,0.0249999738763731,0.0001474508588259,0.0249999897255165,8.763885793609958e-05,0.0250000141323227,0.0001347339092874,0.0250000113919962,0.0001136164078934,5148714,489018,8034,502620,8037,0.0949786684597357,0.0015603896429283,0.0976204931949997,0.0015609723126978
02-16-2021,121.48,119.69,-11.0,-3.0,-6.0,-15.0,-23.0,8.0,0.025000000746436,3.840761478894776e-05,0.0250000003210244,2.2682520028529435e-05,0.0249999887729854,0.0001083223027232,0.0249999885201787,8.83013190087071e-05,0.0250000137345658,0.0001316843232618,0.0250000106068948,0.0001067130164345,5148714,490453,8055,503751,8051,0.0952573788328503,0.0015644683313153,0.0978401596981304,0.0015636914382892
02-17-2021,123.58,114.45,-12.0,-5.0,-20.0,-15.0,-22.0,8.0,0.0250000008628658,4.407148511565048e-05,0.0250000003558575,2.4545446624363032e-05,0.0249999872742963,0.0001102603754586,0.0249999889076076,8.517143204043944e-05,0.0250000127901777,0.0001232464091544,0.0250000094115019,9.566338211187436e-05,5148714,492369,8117,504880,8113,0.0956295105923537,0.0015765101732199,0.098059437754748,0.0015757332801938
02-18-2021,117.8,111.44,-21.0,-15.0,-42.0,-22.0,-25.0,12.0,0.0250000008604439,4.413238925466413e-05,0.0250000002941412,2.138120410850704e-05,0.0249999885808499,0.000104051080752,0.0249999920917941,7.440681651280322e-05,0.0250000130753463,0.0001267175966474,0.0250000094443159,9.659531873114836e-05,5148714,495044,8155,506996,8150,0.0961490578035602,0.0015838906569679,0.0984704141655566,0.0015829195406853
02-19-2021,148.32,147.75,-15.0,-9.0,-30.0,-17.0,-23.0,8.0,0.0250000007068695,3.757272874877554e-05,0.0250000003305724,2.2470401639758696e-05,0.0249999910566396,9.413850072524992e-05,0.0250000037123176,8.523936551404446e-05,0.0250000133524756,0.0001301153815173,0.0250000094780955,9.743835258901728e-05,5148714,497937,8213,509302,8208,0.0967109456846894,0.0015951556058464,0.0989182929951051,0.0015941844895638
02-20-2021,150.86,184.63,-10.0,-4.0,17.0,-11.0,-8.0,4.0,0.0250000006850371,3.648618187975943e-05,0.0250000003882223,2.426440711529017e-05,0.0249999913196165,8.939265058973634e-05,0.0250000036633245,8.350005377019379e-05,0.0250000129871843,0.0001273057674053,0.025000008869356,9.1771730826924e-05,5148714,501277,8256,511554,8248,0.0973596513614856,0.001603507205877,0.0993556837688013,0.0016019534198248
02-21-2021,111.79,108.8,-10.0,-5.0,0.0,-2.0,-14.0,4.0,0.0250000007810853,4.064690863119772e-05,0.0250000004719131,2.7470290904734952e-05,0.024999991576033,8.676633119469693e-05,0.0250000034072117,7.705962775391264e-05,0.0250000128693458,0.0001268734806397,0.025000008478448,8.829576014919283e-05,5148714,504149,8324,513478,8264,0.0979174605542277,0.0016167143873207,0.0997293693143569,0.0016050609919292
02-22-2021,118.39,109.93,-15.0,-8.0,-19.0,-15.0,-21.0,8.0,0.0250000006844465,3.605586872693022e-05,0.0250000004988414,2.8806849764372084e-05,0.0249999905314937,8.817211538881128e-05,0.025000003308097,7.448908443954647e-05,0.025000012889269,0.0001277292175072,0.0250000083040194,8.700651740807789e-05,5148714,505589,8332,514547,8272,0.0981971420436248,0.001618268173373,0.099936993975583,0.0016066147779814
02-23-2021,127.13,120.5,-8.0,-3.0,10.0,-11.0,-22.0,7.0,0.0250000006947918,3.690342565887799e-05,0.0250000005727439,3.271023014350634e-05,0.0249999896942091,8.891657504521252e-05,0.0250000031406336,7.088777413409872e-05,0.0250000124800657,0.0001243854494325,0.0250000077480679,8.190188618618101e-05,5148714,506912,8357,515545,8293,0.0984540994120085,0.0016231237547861,0.1001308287855957,0.0016106934663684
02-24-2021,132.42,130.9,-7.0,-5.0,14.0,-11.0,-22.0,6.0,0.0250000007337698,3.918536593223108e-05,0.0250000005991024,3.449141501264822e-05,0.0249999862375826,9.602511706985812e-05,0.0250000034449407,7.790310231188847e-05,0.0250000121195406,0.0001215280938882,0.0250000072844025,7.770198094253775e-05,5148714,509044,8398,516959,8337,0.0988681833949215,0.0016310869083037,0.1004054604703232,0.0016192392896556
02-25-2021,140.56,140.08,-7.0,-4.0,16.0,-7.0,-22.0,6.0,0.0250000006492677,3.580731314481784e-05,0.0250000004921716,2.9873177816699103e-05,0.0249999862389906,9.396274117004667e-05,0.0250000031828558,7.206302394969775e-05,0.0250000123528547,0.0001244674394614,0.0250000073650627,7.885389845095644e-05,5148714,511546,8443,518482,8382,0.099354129982749,0.0016398269548473,0.100701262490012,0.0016279793361992
02-26-2021,161.23,170.42,-10.0,-7.0,-13.0,-10.0,-22.0,7.0,0.0250000006510252,3.593395830371916e-05,0.0250000004854427,2.9278959521937223e-05,0.0249999898100112,8.312735634941888e-05,0.0250000033255189,7.498358327078209e-05,0.0250000124291459,0.0001257267071556,0.0250000073046576,7.847776852234476e-05,5148714,513295,8477,520134,8415,0.0996938264584127,0.0016464305455692,0.1010221193097927,0.0016343887036646
02-27-2021,163.87,207.99,-5.0,-1.0,40.0,-6.0,-9.0,2.0,0.025000000584951,3.304207015040841e-05,0.0250000004111373,2.5693095389336288e-05,0.0249999905064583,7.922945991716116e-05,0.0250000034332437,7.72171872937616e-05,0.0250000118593917,0.0001205639050774,0.0250000066548716,7.216654782341074e-05,5148714,515072,8498,521782,8436,0.100038961185259,0.0016505092339562,0.1013421992365472,0.0016384673920516
02-28-2021,121.86,126.49,-2.0,0.0,36.0,7.0,-13.0,2.0,0.0250000005493646,3.163667326182668e-05,0.0250000003813355,2.432455193052224e-05,0.0249999885984053,8.24655188604165e-05,0.0250000036138116,8.1364622338348e-05,0.0250000101299477,0.0001037684573585,0.0250000062864605,6.871762770391711e-05,5148714,516823,8546,523573,8483,0.1003790461074357,0.0016598319502695,0.1016900530889849,0.0016475958851083
03-01-2021,127.13,122.78,-7.0,-3.0,-5.0,-9.0,-20.0,6.0,0.0250000004510582,2.7164751821494095e-05,0.0250000004491868,2.7110252179415357e-05,0.0250000048825586,0.0001074693379141,0.0250000037230589,8.36874503402722e-05,0.0250000100167337,0.000103130588768,0.0250000060928295,6.695374520170236e-05,5148714,517976,8562,524606,8499,0.10060298552221,0.0016629395223739,0.101890685712976,0.0016507034572128
03-02-2021,128.06,116.91,-7.0,-3.0,-16.0,-11.0,-22.0,7.0,0.0250000005221746,3.0514290293246323e-05,0.0250000005201105,3.046614043909021e-05,0.0250000048499735,0.0001073661261626,0.0250000041097857,9.254171973559149e-05,0.0250000096196224,9.96353621860922e-05,0.0250000056554774,6.273481792259283e-05,5148714,518823,8576,525306,8511,0.1007674926204873,0.0016656586479652,0.1020266419925441,0.0016530341362911
03-03-2021,133.13,125.48,-4.0,-2.0,-13.0,-11.0,-22.0,7.0,0.0250000005185334,3.0790999482189065e-05,0.0250000005262505,3.121180814737637e-05,0.0250000049577887,0.0001106118211551,0.02500000428454,9.696769708005394e-05,0.025000009581361,9.973319253928777e-05,0.0250000055513273,6.190067087181074e-05,5148714,519996,8620,526266,8546,0.1009953165003921,0.0016742044712524,0.1022130963188089,0.0016598319502695
03-04-2021,145.34,147.31,-3.0,-1.0,14.0,-5.0,-22.0,6.0,0.025000000484325,2.929693740534816e-05,0.0250000004684025,2.8811064688981045e-05,0.0250000045667162,0.0001023609028045,0.0250000038358427,8.723562832715017e-05,0.0250000078505479,8.262847289556529e-05,0.0250000055601106,6.214693387629891e-05,5148714,521563,8660,527656,8586,0.101299664343368,0.0016819734015134,0.1024830666453798,0.0016676008805305
03-05-2021,171.86,186.42,-5.0,-2.0,4.0,-3.0,-21.0,5.0,0.0250000004488925,2.7536139661909216e-05,0.0250000004227538,2.663930966539783e-05,0.0250000045139845,0.0001013452255436,0.0250000037561594,8.542685458010002e-05,0.0250000078142117,8.253919948243962e-05,0.0250000054571788,6.119000115771118e-05,5148714,523258,8699,529135,8624,0.1016288727631793,0.0016895481085179,0.1027703228417814,0.0016749813642785
03-06-2021,164.63,199.04,-4.0,-1.0,19.0,-3.0,-9.0,3.0,0.0250000004565767,2.760769961351781e-05,0.0250000004263767,2.6528441495764e-05,0.0250000042133018,9.460949456212872e-05,0.0250000034147843,7.760847505373003e-05,0.0250000074314608,7.895369710119968e-05,0.0250000050215697,5.683387747448368e-05,5148714,524457,8719,530374,8644,0.1018617464477537,0.0016934325736484,0.1030109654566169,0.001678865829409
03-07-2021,125.2,130.27,-1.0,1.0,16.0,9.0,-14.0,3.0,0.0250000004899805,2.9112271042892058e-05,0.0250000004553226,2.7791780796288138e-05,0.0250000040750246,9.167809348573372e-05,0.0250000032836596,7.47238337578425e-05,0.0250000069007866,7.388976271436971e-05,0.0250000044707639,5.130926314308587e-05,5148714,525865,8754,531478,8679,0.102135212792942,0.0017002303876268,0.1032253879318214,0.0016856636433874
03-08-2021,137.06,132.43,-5.0,-1.0,12.0,-6.0,-20.0,5.0,0.0250000004391187,2.6854714620518865e-05,0.0250000004044673,2.5461998420079887e-05,0.02500000360767,8.129962901987867e-05,0.0250000034905892,7.932622529781612e-05,0.0250000065346348,7.057111961791473e-05,0.0250000043456419,5.0124536208674985e-05,5148714,526716,8760,532253,8685,0.1023004967842455,0.001701395727166,0.1033759109556289,0.0016868289829266
03-09-2021,137.57,132.49,-3.0,0.0,17.0,-6.0,-22.0,6.0,0.0250000004624442,2.8316069380917384e-05,0.0250000004266699,2.681361132429608e-05,0.0250000038650658,8.753074921154301e-05,0.0250000037363984,8.528503501493874e-05,0.025000006270648,6.821472032908114e-05,0.0250000040891385,4.762605377907224e-05,5148714,527348,8763,532874,8688,0.1024232458823698,0.0017019783969356,0.1034965235979314,0.0016874116526961
03-10-2021,142.74,139.66,-3.0,-1.0,14.0,-5.0,-22.0,5.0,0.0250000004658,2.9134794692602982e-05,0.0250000004362061,2.786895358330806e-05,0.0250000038267532,8.75577603378629e-05,0.0250000037396432,8.61936136642062e-05,0.0250000061184529,6.705260466535902e-05,0.0250000039313232,4.619489729995765e-05,5148714,528473,8781,533676,8709,0.1026417470459613,0.001705474415553,0.1036522906496651,0.0016914903410832
03-11-2021,153.71,153.5,-3.0,-1.0,20.0,0.0,-22.0,6.0,0.0250000003694533,2.530647298754348e-05,0.0250000003723145,2.5411378536165495e-05,0.0250000035597337,8.244190878826447e-05,0.0250000034245522,7.986376699161266e-05,0.0250000059888777,6.607242444810382e-05,0.0250000037829716,4.483802426285997e-05,5148714,529392,8822,534763,8749,0.1028202382187085,0.0017134375690706,0.1038634113295086,0.0016992592713442
03-12-2021,153.71,153.5,-3.0,0.0,32.0,3.0,-22.0,4.0,0.0250000003150701,2.2737815103134432e-05,0.0250000003186745,2.286147845284592e-05,0.0250000032878197,7.671422729232095e-05,0.0250000031432924,7.38028197268245e-05,0.0250000061463509,6.794709525192013e-05,0.025000003926587,4.642338239053926e-05,5148714,530880,8833,535990,8759,0.1031092424244189,0.0017155740248924,0.1041017232652658,0.0017012015039095
03-13-2021,185.69,248.82,3.0,4.0,68.0,10.0,-9.0,1.0,0.025,1e-05,0.0250000002565879,2.0095144662435117e-05,0.0250000031224162,7.352641664631413e-05,0.0250000029856842,7.070968893899665e-05,0.0250000059229907,6.599072406478556e-05,0.025000003707953,4.434656352667214e-05,5148714,532549,8870,537033,8796,0.1034334010395605,0.0017227602853838,0.1043042981218222,0.0017083877644009
03-14-2021,140.67,151.74,7.0,5.0,42.0,27.0,-14.0,1.0,0.0250000002705451,2.0395253532302564e-05,0.0250000002763943,2.0650607399557135e-05,0.0250000031724375,7.477517453640225e-05,0.0250000030333302,7.183675159054076e-05,0.0250000053584961,6.050532617971507e-05,0.0250000037010824,4.44065948703052e-05,5148714,533421,8875,538076,8801,0.103602763719251,0.0017237314016665,0.1045068729783786,0.0017093588806836
03-15-2021,146.16,149.08,2.0,2.0,17.0,1.0,-21.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000028004009,6.689305393677967e-05,0.0250000026694865,6.407107901008396e-05,0.0250000050576171,5.774829784897258e-05,0.0250000036514473,4.40830602917724e-05,5148714,534188,8878,538651,8804,0.1037517329570063,0.001724314071436,0.104618551350881,0.0017099415504531
03-16-2021,139.47,140.38,-1.0,0.0,-11.0,-4.0,-22.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000028121825,6.783076883849827e-05,0.0250000026802853,6.495478729620574e-05,0.0250000050519245,5.800344147902986e-05,0.025000003649147,4.427311040443889e-05,5148714,534869,8881,539248,8807,0.1038839989947004,0.0017248967412056,0.1047345026350269,0.0017105242202227
03-17-2021,150.25,158.96,8.0,6.0,-2.0,0.0,-21.0,5.0,0.0250000002615858,2.089014052329581e-05,0.0250000002663655,2.1128943187632493e-05,0.0250000028081183,6.85470168114103e-05,0.0250000027031085,6.626353318373619e-05,0.0250000045008488,5.272620740208274e-05,0.0250000035572102,4.359494909155154e-05,5148714,536100,8933,540442,8858,0.1041230878234836,0.001734996350545,0.1049664052033187,0.0017204296063055
03-18-2021,137.97,147.77,-5.0,-4.0,-14.0,-3.0,-29.0,11.0,0.0250000002795704,2.1379824074168557e-05,0.025000000272927,2.1118524373201832e-05,0.0250000024934386,6.142755771441318e-05,0.025000002506316,6.178991327359434e-05,0.0250000043823295,5.170509935460566e-05,0.0250000036850389,4.504723395513091e-05,5148714,537498,8938,541803,8865,0.1043946119361067,0.0017359674668276,0.1052307430554503,0.0017217891691012
03-19-2021,192.43,214.61,2.0,0.0,11.0,6.0,-21.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000021907549,5.479109837947848e-05,0.0250000022032165,5.511555916232663e-05,0.0250000043627597,5.171199431643595e-05,0.0250000037190169,4.554966646364502e-05,5148714,538801,8966,542926,8893,0.1046476848393598,0.0017414057180103,0.1054488557725288,0.0017272274202839
03-20-2021,191.24,245.81,6.0,3.0,34.0,11.0,-8.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000019283055,4.879129110059828e-05,0.0250000019543236,4.939671498405733e-05,0.0250000040446139,4.862925249006068e-05,0.0250000034194233,4.258439707152196e-05,5148714,540390,8977,544118,8904,0.1049563055939794,0.0017435421738321,0.1056803698943075,0.0017293638761057
03-21-2021,139.38,143.88,7.0,3.0,3.0,24.0,-13.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000019035644,4.826251553545647e-05,0.0250000019315388,4.890537741233655e-05,0.0250000038851698,4.719100956257892e-05,0.025000003279437,4.12894329261857e-05,5148714,541582,9007,545187,8934,0.1051878197157581,0.0017493688715279,0.1058879945555336,0.0017351905738015
03-22-2021,147.62,151.65,4.0,2.0,35.0,3.0,-19.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000017041442,4.3592611231976585e-05,0.0250000017316679,4.421045181570496e-05,0.025000003588578,4.430230283212548e-05,0.02500000299909,3.851271725616976e-05,5148714,542203,9027,545797,8954,0.1053084323580606,0.0017532533366584,0.1060064707420144,0.001739075038932
03-23-2021,149.53,150.36,4.0,2.0,26.0,1.0,-20.0,5.0,0.0250000002950418,2.15906778549603e-05,0.0250000002994683,2.1775571409248545e-05,0.0250000019061724,4.79633733472728e-05,0.0250000019368678,4.86543277217294e-05,0.0250000033965485,4.24772722346048e-05,0.0250000028456423,3.7033413111710736e-05,5148714,542912,9030,546526,8957,0.1054461366469374,0.001753836006428,0.1061480594960217,0.0017396577087016
03-24-2021,151.54,155.7,3.0,1.0,17.0,1.0,-21.0,5.0,0.0250000003360384,2.3701203692944706e-05,0.0250000003408965,2.391777730032004e-05,0.0250000021023775,5.256506090548742e-05,0.0250000021359952,5.332732636310356e-05,0.0250000030219167,3.878588311767898e-05,0.0250000028488537,3.7196774002223134e-05,5148714,543925,9055,547387,8985,0.1056428848057981,0.0017586915878411,0.1063152857198904,0.0017450959598843
03-25-2021,159.62,167.49,0.0,-1.0,12.0,4.0,-21.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000021118383,5.279884192507272e-05,0.0250000021123365,5.275530301298978e-05,0.0250000030887159,3.958378097999615e-05,0.0250000029200146,3.80172234960484e-05,5148714,545254,9083,548392,9016,0.1059010075137209,0.0017641298390238,0.1065104800926988,0.0017511168808366
03-26-2021,192.93,222.65,0.0,0.0,24.0,7.0,-21.0,4.0,0.0250000002776354,2.1028901217162023e-05,0.0250000002886798,2.141239181225001e-05,0.0250000018268867,4.622128575684883e-05,0.0250000018556999,4.670762713414168e-05,0.0250000030426767,3.918530525585651e-05,0.0250000029096613,3.795825606695968e-05,5148714,546670,9092,549534,9027,0.1061760276449614,0.0017658778483326,0.1067322830516513,0.0017532533366584
03-27-2021,201.21,262.4,4.0,4.0,68.0,16.0,-7.0,1.0,0.025,1e-05,0.0250000002592306,2.0136669721482785e-05,0.0250000019300788,4.859035701533225e-05,0.0250000019930692,4.974748884479672e-05,0.0250000028698633,3.750622025109349e-05,0.0250000027311835,3.617920358339105e-05,5148714,548114,9104,550728,9040,0.1064564860273847,0.0017682085274109,0.1069641856199431,0.0017557782389932
03-28-2021,146.33,166.94,6.0,4.0,23.0,24.0,-13.0,2.0,0.0250000002565149,2.031927946283544e-05,0.0250000002802863,2.1200101627956024e-05,0.0250000016517614,4.253327404381209e-05,0.0250000017312223,4.397264947041888e-05,0.025000002662497,3.547743074999243e-05,0.025000002541116,3.42853289435849e-05,5148714,549199,9122,551703,9057,0.1066672182607152,0.0017717045460283,0.1071535532950558,0.0017590800343542
03-29-2021,158.25,185.78,6.0,5.0,45.0,5.0,-19.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000018218914,4.653847524315536e-05,0.0250000019159683,4.8295404480056e-05,0.0250000025383594,3.428292914443339e-05,0.0250000024312718,3.321769187308118e-05,5148714,550068,9122,552490,9057,0.1068359982706361,0.0017717045460283,0.1073064069979416,0.0017590800343542
03-30-2021,160.49,180.33,7.0,6.0,39.0,5.0,-20.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000019707186,5.040419128246414e-05,0.0250000020762959,5.243490881278073e-05,0.0250000024910765,3.391242925775032e-05,0.0250000023901301,3.2894148974260235e-05,5148714,550669,9126,553092,9061,0.1069527264478081,0.0017724814390544,0.1074233293983701,0.0017598569273803
03-31-2021,160.4,174.08,4.0,1.0,8.0,3.0,-22.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000020888721,5.369935647568596e-05,0.0250000022036127,5.597266613667583e-05,0.0250000022500532,3.155337177943576e-05,0.0250000021632286,3.0665690678958435e-05,5148714,551630,9146,553966,9080,0.1071393749973294,0.001776365904185,0.1075930805245737,0.0017635471692543
04-01-2021,183.98,202.41,11.0,9.0,29.0,16.0,-22.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000015378091,4.168827299393841e-05,0.0250000008736719,2.7996081742936023e-05,0.0250000022362391,3.1511551042047194e-05,0.025000002153365,3.065806749941384e-05,5148714,552681,9174,554939,9104,0.107343503639938,0.0017818041553677,0.1077820597531733,0.0017682085274109
04-02-2021,217.96,245.27,10.0,11.0,25.0,18.0,-36.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000016888485,4.50871302582771e-05,0.0250000009292762,2.933220400557972e-05,0.0250000022466055,3.1676783248542745e-05,0.0250000021778561,3.097514841249263e-05,5148714,554031,9179,556052,9114,0.1076057050362478,0.0017827752716503,0.1079982302376865,0.0017701507599761
