date,South Carolina-apple-driving,South Carolina-apple-walking,South Carolina-google-retail_and_recreation,South Carolina-google-grocery_and_pharmacy,South Carolina-google-parks,South Carolina-google-transit_stations,South Carolina-google-workplaces,South Carolina-google-residential,South Carolina-jh_beta_7,South Carolina-jh_gamma_7,South Carolina-cdc_beta_7,South Carolina-cdc_gamma_7,South Carolina-jh_beta_14,South Carolina-jh_gamma_14,South Carolina-cdc_beta_14,South Carolina-cdc_gamma_14,South Carolina-jh_beta_30,South Carolina-jh_gamma_30,South Carolina-cdc_beta_30,South Carolina-cdc_gamma_30,South Carolina-census_pop,South Carolina-jh_confirmed,South Carolina-jh_death,South Carolina-cdc_confirmed,South Carolina-cdc_death,South Carolina-jh_confirmed_ratio,South Carolina-jh_death_ratio,South Carolina-cdc_confirmed_ratio,South Carolina-cdc_death_ratio
07-27-2021,184.13,215.6,7.0,11.0,43.0,12.0,-25.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,611594,9883,612989,9884,0.1187857783516427,0.0019195084442445,0.1190567197944962,0.001919702667501
07-28-2021,187.78,216.35,7.0,10.0,36.0,14.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,613033,9894,614455,9895,0.1190652656177834,0.0019216449000663,0.119341451088563,0.0019218391233228
07-29-2021,197.22,225.09,7.0,11.0,51.0,20.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,614912,9904,616424,9903,0.1194302111167953,0.0019235871326315,0.1197238766806624,0.001923392909375
07-30-2021,220.15,256.27,5.0,11.0,48.0,22.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,617148,9904,618690,9905,0.119864494318387,0.0019235871326315,0.1201639865799498,0.001923781355888
07-31-2021,220.1,270.97,2.0,12.0,76.0,37.0,-7.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,617148,9904,620754,9910,0.119864494318387,0.0019235871326315,0.1205648633814191,0.0019247524721707
08-01-2021,165.27,190.51,8.0,13.0,51.0,50.0,-11.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,617148,9904,622649,9914,0.119864494318387,0.0019235871326315,0.1209329164525355,0.0019255293651968
08-02-2021,180.28,208.49,8.0,14.0,50.0,19.0,-24.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,623947,9915,625152,9915,0.121185018239506,0.0019257235884533,0.1214190572636196,0.0019257235884533
08-03-2021,176.93,206.96,8.0,13.0,26.0,8.0,-26.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,626038,9917,627271,9917,0.1215911390689014,0.0019261120349664,0.1218306163441978,0.0019261120349664
08-04-2021,184.17,217.47,9.0,12.0,42.0,12.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,628202,9930,629407,9929,0.1220114381960233,0.0019286369373012,0.1222454772201369,0.0019284427140447
08-05-2021,184.47,211.59,7.0,11.0,44.0,16.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,631037,9939,632260,9938,0.1225620611282739,0.0019303849466099,0.122799596171005,0.0019301907233534
08-06-2021,210.92,251.68,3.0,8.0,33.0,15.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,634310,9950,635603,9949,0.1231977538468829,0.0019325214024317,0.1234488845175708,0.0019323271791752
08-07-2021,205.79,266.32,2.0,11.0,64.0,27.0,-7.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,634310,9950,639209,9964,0.1231977538468829,0.0019325214024317,0.1241492535806028,0.0019352405280231
08-08-2021,158.78,184.89,9.0,14.0,59.0,43.0,-10.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,634310,9950,642343,9971,0.1231977538468829,0.0019325214024317,0.1247579492665547,0.0019366000908187
08-09-2021,178.19,206.43,6.0,12.0,49.0,15.0,-24.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,643621,9981,644860,9980,0.1250061665883947,0.001938542323384,0.1252468092032301,0.0019383481001275
08-10-2021,181.96,213.62,7.0,14.0,47.0,10.0,-24.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,645859,9992,647102,9991,0.1254408382364994,0.0019406787792058,0.125682257744361,0.0019404845559493
08-11-2021,186.92,223.57,7.0,11.0,34.0,9.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,648508,10007,649858,10006,0.1259553356430363,0.0019435921280537,0.1262175370393461,0.0019433979047971
08-12-2021,196.71,241.4,8.0,12.0,41.0,16.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,651787,10019,653164,10018,0.1265921937011844,0.001945922807132,0.1268596391254204,0.0019457285838755
08-13-2021,221.69,280.49,5.0,11.0,43.0,16.0,-24.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,656313,10039,657752,10034,0.1274712481602202,0.0019498072722625,0.1277507354263608,0.0019488361559799
08-14-2021,215.18,298.34,3.0,12.0,65.0,26.0,-7.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,656313,10039,661615,10082,0.1274712481602202,0.0019498072722625,0.12850101986632,0.0019581588722931
08-15-2021,164.12,214.6,11.0,16.0,31.0,42.0,-10.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,656313,10039,665746,10088,0.1274712481602202,0.0019498072722625,0.1293033561390281,0.0019593242118323
08-16-2021,178.96,242.39,8.0,12.0,17.0,15.0,-23.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000002135936,1.4236351652508562e-05,0.0250000002544798,1.4612777651335448e-05,0.025,1e-05,0.025,1e-05,5148714,667352,10108,669016,10107,0.1296152786890085,0.0019632086769628,0.1299384661878675,0.0019630144537063
08-17-2021,170.91,251.25,4.0,10.0,8.0,5.0,-25.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000002683457,1.5083791366309811e-05,0.0250000003578999,1.6797928056709195e-05,0.025,1e-05,0.025,1e-05,5148714,669638,10115,671360,10114,0.1300592730534265,0.0019645682397585,0.130393725501164,0.0019643740165019
08-18-2021,181.64,317.83,6.0,12.0,22.0,6.0,-22.0,5.0,0.025,1e-05,0.0250000002627029,2.064223743027981e-05,0.0250000003704084,1.7181797573567327e-05,0.0250000004424596,1.8689422977549965e-05,0.025,1e-05,0.025,1e-05,5148714,673172,10140,674925,10140,0.1307456580419887,0.0019694238211716,0.1310861314106784,0.0019694238211716
08-19-2021,189.95,350.15,2.0,10.0,25.0,10.0,-22.0,5.0,0.025,1e-05,0.0250000002774407,2.13758134559615e-05,0.0250000004125578,1.789007360145715e-05,0.0250000004768576,1.9365746774520417e-05,0.025,1e-05,0.025,1e-05,5148714,676431,10182,678283,10183,0.1313786316350063,0.0019775811979457,0.1317383331060921,0.0019777754212022
08-20-2021,213.91,339.56,1.0,9.0,34.0,12.0,-21.0,3.0,0.0250000003175329,2.214934988444506e-05,0.025000000338923,2.3777793028122143e-05,0.0250000005073587,1.967890280575721e-05,0.0250000005603917,2.0997195416821795e-05,0.025,1e-05,0.025,1e-05,5148714,681659,10213,683712,10214,0.1323940308201232,0.001983602118898,0.1327927711657707,0.0019837963421545
08-21-2021,195.32,283.56,-1.0,10.0,59.0,16.0,-7.0,2.0,0.0250000003643104,2.396481915555563e-05,0.0250000003932367,2.583079398453675e-05,0.0250000005985305,2.141026875437057e-05,0.0250000006416976,2.257065292212555e-05,0.025,1e-05,0.025,1e-05,5148714,681659,10213,688525,10244,0.1323940308201232,0.001983602118898,0.1337275676994294,0.0019896230398503
08-22-2021,143.98,184.39,1.0,10.0,17.0,25.0,-11.0,3.0,0.0250000004474425,2.8220439660161973e-05,0.0250000003218953,2.2191119789711436e-05,0.0250000007331592,2.442117009014308e-05,0.025000000705286,2.375939947097133e-05,0.025,1e-05,0.0250000001639909,1.0924362411702393e-05,5148714,681659,10213,693813,10271,0.1323940308201232,0.001983602118898,0.1347546202799378,0.0019948670677765
08-23-2021,169.26,290.23,1.0,11.0,30.0,9.0,-21.0,4.0,0.0250000004976026,3.131971790368308e-05,0.0250000004190706,2.6470809014454823e-05,0.0250000008413797,2.7050389982305963e-05,0.0250000008207122,2.6205782407994574e-05,0.0250000001884654,1.11668488275467e-05,0.0250000002677137,1.1860075698688866e-05,5148714,695489,10314,697511,10315,0.1350801384578751,0.0020032186678071,0.1354728578825703,0.0020034128910636
08-24-2021,167.92,273.32,1.0,11.0,29.0,5.0,-23.0,5.0,0.0250000003943642,2.5527144458300087e-05,0.0250000004850738,2.919917167491532e-05,0.0250000008388395,2.651510996542172e-05,0.0250000009466649,2.8806519396062748e-05,0.0250000003330585,1.2469446261831029e-05,0.0250000003969328,1.304177507258477e-05,5148714,699197,10324,701230,10325,0.1358003182930728,0.0020051609003724,0.1361951741735897,0.0020053551236289
08-25-2021,167.79,255.01,1.0,9.0,20.0,4.0,-23.0,5.0,0.0250000005013013,3.0120703279067127e-05,0.025000000565576,3.322163179635721e-05,0.0250000009485043,2.8789535704758234e-05,0.0250000010375011,3.0835775796053794e-05,0.0250000004705982,1.3743389400870371e-05,0.0250000005121797,1.4121782471362776e-05,5148714,702894,10357,705223,10357,0.1365183616724486,0.0020115702678377,0.1369707076368972,0.0020115702678377
08-26-2021,174.76,246.26,1.0,9.0,27.0,10.0,-24.0,5.0,0.0250000005371048,3.1543579884012254e-05,0.0250000005746274,3.382918432861505e-05,0.0250000010378027,3.063985044805386e-05,0.0250000011088708,3.2420208037442685e-05,0.0250000005819453,1.4760801598667314e-05,0.0250000006348544,1.5277529773777055e-05,5148714,707435,10413,709681,10414,0.1374003294803323,0.0020224467702032,0.1378365549144893,0.0020226409934597
08-27-2021,200.09,278.89,-1.0,8.0,29.0,8.0,-22.0,4.0,0.0250000005374279,3.096693045988466e-05,0.0250000005552541,3.248641000116088e-05,0.0250000011744483,3.345143784325176e-05,0.0250000012313349,3.499161367880397e-05,0.0250000007355815,1.6175787786594737e-05,0.025000000782499,1.6656501597917693e-05,5148714,714265,10452,716568,10453,0.1387268743224036,0.0020300214772077,0.1391741704821825,0.0020302157004642
08-28-2021,191.31,283.55,-2.0,10.0,68.0,10.0,-7.0,2.0,0.0250000005837491,3.2781986381724214e-05,0.0250000005912998,3.374179014265298e-05,0.0250000012642453,3.5258380940803445e-05,0.0250000013328665,3.71114796445617e-05,0.0250000008390279,1.7058499718621407e-05,0.025000000880436,1.7505063909886893e-05,5148714,714265,10452,722683,10504,0.1387268743224036,0.0020300214772077,0.1403618456958378,0.002040121086547
08-29-2021,140.89,168.48,1.0,11.0,37.0,24.0,-11.0,3.0,0.0250000006966511,3.870009120480859e-05,0.0250000006520055,3.600544399409224e-05,0.0250000014438528,3.946788177441069e-05,0.0250000012670384,3.5257189877166695e-05,0.0250000009305182,1.789561757663699e-05,0.0250000010070454,1.8645153183978386e-05,5148714,714265,10452,728848,10553,0.1387268743224036,0.0020300214772077,0.1415592320723194,0.0020496380261168
08-30-2021,159.6,206.59,-1.0,10.0,29.0,5.0,-22.0,5.0,0.0250000007641883,4.297245127527304e-05,0.025000000737126,3.946204772019565e-05,0.0250000015870627,4.310579619560565e-05,0.0250000014618779,3.946851792592106e-05,0.025000001061466,1.922914671355652e-05,0.0250000011767295,2.0241271176710784e-05,5148714,730685,10562,733266,10554,0.1419160201945573,0.0020513860354255,0.1424173104196504,0.0020498322493733
08-31-2021,160.81,200.06,0.0,11.0,21.0,3.0,-23.0,6.0,0.0250000005486792,3.207344602132554e-05,0.0250000006838617,3.763745317118671e-05,0.0250000013843659,3.8152925043989e-05,0.0250000015369955,4.129884027358736e-05,0.0250000012496103,2.1011510655546304e-05,0.0250000013123686,2.1557029748179316e-05,5148714,735287,10598,737694,10590,0.142809835621089,0.0020583780726604,0.1432773309995466,0.0020568242866082
