date,Georgia-apple-driving,Georgia-apple-walking,Georgia-google-retail_and_recreation,Georgia-google-grocery_and_pharmacy,Georgia-google-parks,Georgia-google-transit_stations,Georgia-google-workplaces,Georgia-google-residential,Georgia-jh_beta_7,Georgia-jh_gamma_7,Georgia-cdc_beta_7,Georgia-cdc_gamma_7,Georgia-jh_beta_14,Georgia-jh_gamma_14,Georgia-cdc_beta_14,Georgia-cdc_gamma_14,Georgia-jh_beta_30,Georgia-jh_gamma_30,Georgia-cdc_beta_30,Georgia-cdc_gamma_30,Georgia-census_pop,Georgia-jh_confirmed,Georgia-jh_death,Georgia-cdc_confirmed,Georgia-cdc_death,Georgia-jh_confirmed_ratio,Georgia-jh_death_ratio,Georgia-cdc_confirmed_ratio,Georgia-cdc_death_ratio
01-01-2021,101.84,140.75,-45.0,-34.0,-30.0,-55.0,-75.0,27.0,0.025,1e-05,0.025,1e-05,0.0250000014644707,3.693582180168887e-05,0.0250000014644707,3.693582180168887e-05,0.0250000073858855,7.275036489757106e-05,0.0250000073858855,7.275036489757106e-05,10617423,677589,10958,677589,10958,0.0638185932688186,0.0010320771810636,0.0638185932688186,0.0010320771810636
01-02-2021,139.0,180.17,-19.0,-12.0,4.0,-19.0,-20.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000015275948,3.810728230091657e-05,0.0250000015275948,3.810728230091657e-05,0.025000007241244,7.146186053428295e-05,0.025000007241244,7.146186053428295e-05,10617423,685122,10960,685122,10960,0.0645280874652917,0.0010322655506896,0.0645280874652917,0.0010322655506896
01-03-2021,107.49,123.17,-18.0,-13.0,-11.0,-18.0,-18.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000015074641,3.7815304574038736e-05,0.0250000015074641,3.7815304574038736e-05,0.0250000068356669,6.782782007784836e-05,0.0250000068356669,6.782782007784836e-05,10617423,690900,10964,690900,10964,0.0650722873149162,0.0010326422899417,0.0650722873149162,0.0010326422899417
01-04-2021,118.12,138.63,-12.0,-4.0,-8.0,-27.0,-33.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000016398424,4.092979093371485e-05,0.0250000016398424,4.092979093371485e-05,0.0250000064307774,6.42923567543419e-05,0.0250000064307774,6.42923567543419e-05,10617423,696063,10971,696063,10971,0.065558563504534,0.0010333015836328,0.065558563504534,0.0010333015836328
01-05-2021,125.05,140.08,-9.0,1.0,3.0,-29.0,-34.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000016909018,4.245073559520049e-05,0.0250000016909018,4.245073559520049e-05,0.0250000060996839,6.147692877047476e-05,0.0250000060996839,6.147692877047476e-05,10617423,706154,11072,706154,11072,0.06650898245271,0.0010428142497477,0.06650898245271,0.0010428142497477
01-06-2021,111.66,124.0,-15.0,-8.0,-15.0,-33.0,-32.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000016190052,4.095249547195422e-05,0.0250000016190052,4.095249547195422e-05,0.0250000062867524,6.330627193053234e-05,0.0250000062867524,6.330627193053234e-05,10617423,713840,11165,713840,11165,0.067232886925575,0.0010515734373585,0.067232886925575,0.0010515734373585
01-07-2021,111.84,119.15,-20.0,-9.0,-42.0,-37.0,-32.0,13.0,0.025,1e-05,0.025,1e-05,0.0250000016166362,4.061732255608899e-05,0.0250000016166362,4.061732255608899e-05,0.0250000062209313,6.271168217585147e-05,0.0250000062209313,6.271168217585147e-05,10617423,723630,11230,723630,11230,0.0681549562450323,0.0010576954502048,0.0681549562450323,0.0010576954502048
01-08-2021,126.33,139.44,-22.0,-12.0,-32.0,-36.0,-31.0,13.0,0.025,1e-05,0.025,1e-05,0.0250000016032534,3.99820768735873e-05,0.0250000016032534,3.99820768735873e-05,0.0250000063371505,6.380601175857952e-05,0.0250000063371505,6.380601175857952e-05,10617423,736926,11314,736926,11314,0.0694072375189346,0.0010656069744984,0.0694072375189346,0.0010656069744984
01-09-2021,127.26,149.41,-18.0,-9.0,-26.0,-32.0,-12.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000016661093,4.082607547330102e-05,0.0250000016661093,4.082607547330102e-05,0.0250000062892817,6.32790676383486e-05,0.0250000062892817,6.32790676383486e-05,10617423,748852,11457,748852,11457,0.0705304855990008,0.0010790754027601,0.0705304855990008,0.0010790754027601
01-10-2021,97.3,106.23,-18.0,-10.0,-17.0,-34.0,-17.0,6.0,0.0250000003293315,2.15894315781748e-05,0.0250000003293315,2.15894315781748e-05,0.0250000017775214,4.231149692814881e-05,0.0250000017775214,4.231149692814881e-05,0.0250000062377132,6.257875838460671e-05,0.0250000062377132,6.257875838460671e-05,10617423,757045,11458,757045,11458,0.0713021417720665,0.0010791695875731,0.0713021417720665,0.0010791695875731
01-11-2021,106.0,114.49,-21.0,-9.0,-39.0,-38.0,-31.0,12.0,0.0250000004010179,2.478333304004727e-05,0.0250000004010179,2.478333304004727e-05,0.0250000020388448,4.749642828823481e-05,0.0250000020388448,4.749642828823481e-05,0.025000006151475,6.16791663649531e-05,0.025000006151475,6.16791663649531e-05,10617423,764499,11475,764499,11475,0.0720041953683111,0.0010807707293945,0.0720041953683111,0.0010807707293945
01-12-2021,109.04,119.22,-18.0,-6.0,-31.0,-36.0,-32.0,12.0,0.0250000004485257,2.724646770017203e-05,0.0250000004485257,2.724646770017203e-05,0.025000002253192,5.200962880275381e-05,0.025000002253192,5.200962880275381e-05,0.0250000061205893,6.141465604293338e-05,0.0250000061205893,6.141465604293338e-05,10617423,773692,11662,773692,11662,0.0728700363543959,0.001098383289429,0.0728700363543959,0.001098383289429
01-13-2021,111.22,125.14,-18.0,-10.0,-20.0,-35.0,-32.0,11.0,0.0250000004470267,2.6881460621478266e-05,0.0250000004470267,2.6881460621478266e-05,0.0250000022752458,5.173485939334465e-05,0.0250000022752458,5.173485939334465e-05,0.0250000065124354,6.484310234892429e-05,0.0250000065124354,6.484310234892429e-05,10617423,782288,11803,782288,11803,0.0736796490071084,0.0011116633480647,0.0736796490071084,0.0011116633480647
01-14-2021,118.16,133.25,-20.0,-11.0,-22.0,-34.0,-32.0,11.0,0.0250000004737606,2.7503951443725235e-05,0.0250000004737606,2.7503951443725235e-05,0.0250000024220292,5.384893931434404e-05,0.0250000024220292,5.384893931434404e-05,0.0250000067843897,6.69812818277395e-05,0.0250000067843897,6.69812818277395e-05,10617423,791324,11975,791324,11975,0.0745307029775492,0.001127863135904,0.0745307029775492,0.001127863135904
01-15-2021,138.18,157.88,-21.0,-13.0,-7.0,-32.0,-31.0,11.0,0.0250000005610157,3.0490772153929e-05,0.0250000005610157,3.0490772153929e-05,0.0250000025628729,5.5525075924381e-05,0.0250000025628729,5.5525075924381e-05,0.0250000068769209,6.73503518162469e-05,0.0250000068769209,6.73503518162469e-05,10617423,801130,12138,801130,12138,0.0754542792540148,0.0011432152604261,0.0754542792540148,0.0011432152604261
01-16-2021,132.2,171.0,-21.0,-12.0,-20.0,-32.0,-14.0,7.0,0.0250000006461382,3.341632895285853e-05,0.0250000006461382,3.341632895285853e-05,0.0250000030451076,6.436449138893495e-05,0.0250000030451076,6.436449138893495e-05,0.0250000069588357,6.749252072737502e-05,0.0250000069588357,6.749252072737502e-05,10617423,809663,12291,809663,12291,0.076257958263507,0.0011576255368181,0.076257958263507,0.0011576255368181
01-17-2021,104.19,124.14,-21.0,-14.0,-9.0,-36.0,-19.0,6.0,0.025000000668832,3.390307129136908e-05,0.025000000668832,3.390307129136908e-05,0.0250000187466833,0.000100538001048,0.0250000187466833,0.000100538001048,0.0250000070814127,6.800533220925807e-05,0.0250000070814127,6.800533220925807e-05,10617423,815995,12296,815995,12296,0.0768543364995441,0.0011580964608832,0.0768543364995441,0.0011580964608832
01-18-2021,113.91,123.77,-18.0,-11.0,1.0,-35.0,-47.0,14.0,0.0250000007957218,3.987577987602548e-05,0.0250000007957218,3.987577987602548e-05,0.025000021594629,0.00011302163402,0.025000021594629,0.00011302163402,0.025000007318227,6.989716881582648e-05,0.025000007318227,6.989716881582648e-05,10617423,820952,12360,820952,12360,0.07732121061768,0.0011641242889164,0.07732121061768,0.0011641242889164
01-19-2021,108.85,118.21,-21.0,-8.0,-20.0,-35.0,-32.0,11.0,0.0250000008834951,4.442028073018159e-05,0.0250000008834951,4.442028073018159e-05,0.0250000238224358,0.0001244298820453,0.0250000238224358,0.0001244298820453,0.0250000074999908,7.131512922105362e-05,0.0250000074999908,7.131512922105362e-05,10617423,828581,12572,828444,12582,0.0780397465562029,0.0011840914692764,0.0780268432368193,0.0011850333174066
01-20-2021,106.53,116.42,-22.0,-14.0,-12.0,-37.0,-33.0,11.0,0.025000000818864,4.161487314919274e-05,0.0250000008231619,4.174520185141223e-05,0.02500002260976,0.0001248083464563,0.0250000227039028,0.0001249863338091,0.0250000080662261,7.621796144242806e-05,0.0250000080729401,7.626222083973155e-05,10617423,836649,12778,836649,12778,0.0787996296276412,0.0012034935407584,0.0787996296276412,0.0012034935407584
01-21-2021,110.45,116.6,-24.0,-13.0,-42.0,-38.0,-32.0,13.0,0.0250000008438226,4.209015982334382e-05,0.0250000008469674,4.220178414272763e-05,0.0250000228231222,0.0001283085043946,0.0250000228965516,0.0001284700893404,0.025000008642715,8.101981918210718e-05,0.0250000086488617,8.106182665634277e-05,10617423,844799,12889,844799,12889,0.0795672358537471,0.0012139480550035,0.0795672358537471,0.0012139480550035
01-22-2021,130.39,146.33,-22.0,-13.0,-13.0,-35.0,-30.0,11.0,0.0250000008164425,4.058772723605818e-05,0.0250000008186184,4.068072081405608e-05,0.0250000228370097,0.0001347090533136,0.0250000228911597,0.0001348544911183,0.0250000088128263,8.222240157988427e-05,0.0250000088183837,8.226186203902399e-05,10617423,853173,13060,853173,13060,0.0803559394779693,0.0012300536580298,0.0803559394779693,0.0012300536580298
01-23-2021,134.45,170.19,-18.0,-11.0,20.0,-33.0,-11.0,6.0,0.0250000008148896,4.008120519875468e-05,0.0250000008162781,4.015564412862111e-05,0.0250000213746951,0.0001388320552753,0.0250000214093542,0.000138961475221,0.0250000090913903,8.439371956261064e-05,0.0250000090964153,8.443082977023382e-05,10617423,862158,13246,862158,13246,0.0812021900229462,0.0012475720332513,0.0812021900229462,0.0012475720332513
01-24-2021,97.11,108.17,-22.0,-13.0,0.0,-36.0,-17.0,6.0,0.0250000008410801,4.076547722287582e-05,0.0250000008418576,4.082124667878958e-05,0.0250000190898371,0.0001369959828443,0.025000019108185,0.0001371104423449,0.0250000093203474,8.615422147207431e-05,0.0250000093248597,8.618894218224881e-05,10617423,866911,13250,866911,13250,0.0816498504392261,0.0012479487725034,0.0816498504392261,0.0012479487725034
01-25-2021,106.05,114.12,-23.0,-13.0,-20.0,-37.0,-30.0,10.0,0.0250000009806377,4.747922978329956e-05,0.025000000980981,4.751626767054914e-05,0.0250000186228457,0.0001506049397536,0.025000018628386,0.0001507056890853,0.0250000096297832,8.88585748929895e-05,0.0250000096338542,8.889123903563003e-05,10617423,870828,13303,870828,13303,0.082018772351822,0.0012529405675934,0.082018772351822,0.0012529405675934
01-26-2021,108.56,115.93,-21.0,-12.0,-16.0,-37.0,-31.0,11.0,0.0250000010134139,4.989693205198113e-05,0.025000001013499,4.99153492741868e-05,0.0250000168183374,0.0001609729925781,0.0250000168126767,0.0001610606772681,0.0250000099019857,9.132514725456512e-05,0.0250000099056592,9.135592218585593e-05,10617423,879221,13482,879221,13482,0.0828092654874916,0.0012697996491238,0.0828092654874916,0.0012697996491238
01-27-2021,108.01,112.66,-22.0,-14.0,-29.0,-38.0,-31.0,12.0,0.0250000008958123,4.505376778896087e-05,0.0250000008828808,4.450320551061349e-05,0.0250000068242023,0.0001417235803716,0.0250000068264946,0.0001417930890813,0.0250000105224704,9.705430260920916e-05,0.0250000105257778,9.708328147682245e-05,10617423,885605,13643,885605,13643,0.0834105413338057,0.0012849634040199,0.0834105413338057,0.0012849634040199
01-28-2021,116.91,121.75,-21.0,-12.0,-28.0,-35.0,-30.0,11.0,0.0250000008054029,4.091292911835839e-05,0.0250000008054029,4.091292911835839e-05,0.0250000068264535,0.0001417755630854,0.0250000068281311,0.0001418350961085,0.0250000111374775,0.0001027377181086,0.0250000111404422,0.0001027649383666,10617423,892957,13827,892957,13827,0.0841029880791224,0.0013022934096154,0.0841029880791224,0.0013022934096154
01-29-2021,136.77,153.03,-19.0,-13.0,0.0,-33.0,-28.0,9.0,0.025000000864368,4.282705358038508e-05,0.025000000864368,4.282705358038508e-05,0.0250000067283974,0.0001392676119416,0.0250000067295579,0.000139317208549,0.0250000112251227,0.0001035301404441,0.0250000112277448,0.0001035554425802,10617423,899515,13986,899515,13986,0.0847206520829018,0.0013172687948855,0.0847206520829018,0.0013172687948855
01-30-2021,134.93,165.79,-18.0,-10.0,-1.0,-31.0,-11.0,6.0,0.0250000008535442,4.1763061487834647e-05,0.0250000008535442,4.1763061487834647e-05,0.0250000067012445,0.0001381897342076,0.0250000067019855,0.0001382294349837,0.0250000114291268,0.0001054457066147,0.0250000114314378,0.000105469193592,10617423,905858,14196,905858,14196,0.0853180663518821,0.0013370476056195,0.0853180663518821,0.0013370476056195
01-31-2021,94.4,100.24,-24.0,-15.0,-44.0,-36.0,-20.0,7.0,0.0250000008517762,4.0950083859427885e-05,0.0250000008517762,4.0950083859427885e-05,0.0250000067879761,0.0001392034872207,0.0250000067883908,0.0001392332309317,0.0250000115017653,0.0001061419880232,0.0250000115037836,0.0001061636561206,10617423,909445,14198,909445,14198,0.0856559072761818,0.0013372359752455,0.0856559072761818,0.0013372359752455
02-01-2021,106.37,107.99,-22.0,-11.0,-35.0,-36.0,-29.0,10.0,0.0250000010088984,4.837136662093762e-05,0.0250000010088984,4.837136662093762e-05,0.0250000074789399,0.0001545210472744,0.025000007479123,0.0001545408008143,0.025000011857217,0.0001098718810711,0.0250000118589726,0.0001098918418707,10617423,912479,14242,912479,14242,0.0859416639988818,0.0013413801070184,0.0859416639988818,0.0013413801070184
02-02-2021,109.27,112.95,-19.0,-9.0,-31.0,-36.0,-30.0,11.0,0.025000001059735,5.168831864238448e-05,0.025000001059735,5.168831864238448e-05,0.0250000077625853,0.0001616122996251,0.0250000077626304,0.0001616221221436,0.0250000123481055,0.0001149637837477,0.0250000123496322,0.00011498221539,10617423,917440,14450,917440,14450,0.0864089148562697,0.0013609705481264,0.0864089148562697,0.0013609705481264
02-03-2021,113.7,117.83,-16.0,-9.0,-16.0,-34.0,-30.0,9.0,0.0250000009956716,4.908712226666107e-05,0.0250000009956716,4.908712226666107e-05,0.0250000073783005,0.0001534219812425,0.0250000073240202,0.0001522479059332,0.0250000129037872,0.0001205016578646,0.0250000129051097,0.0001205186634707,10617423,922364,14587,922364,14587,0.0868726808755759,0.00137387386751,0.0868726808755759,0.00137387386751
02-04-2021,116.64,119.89,-19.0,-10.0,-28.0,-34.0,-29.0,10.0,0.0250000009583921,4.739679217411542e-05,0.0250000009583921,4.739679217411542e-05,0.0249999990061372,0.0001354031405446,0.0249999990061372,0.0001354031405446,0.0250000134521644,0.0001259692267505,0.025000013453302,0.0001259848706126,10617423,928070,14756,928070,14756,0.087410099418663,0.0013897911009102,0.087410099418663,0.0013897911009102
02-05-2021,136.59,149.47,-19.0,-11.0,-9.0,-33.0,-28.0,9.0,0.0250000009105479,4.488532011516983e-05,0.0250000009105479,4.488532011516983e-05,0.0249999971361061,0.0001367540228273,0.0249999971361061,0.0001367540228273,0.0250000134045441,0.0001258221197832,0.0250000134055072,0.0001258363491268,10617423,932912,14858,932912,14858,0.0878661422833017,0.0013993979518382,0.0878661422833017,0.0013993979518382
02-06-2021,128.93,154.58,-20.0,-11.0,-28.0,-33.0,-12.0,7.0,0.0250000008784072,4.3311357042599695e-05,0.0250000008784072,4.3311357042599695e-05,0.0249999963238163,0.0001312472293387,0.0249999963238163,0.0001312472293387,0.0250000134356589,0.0001264116478756,0.025000013436469,0.0001264245699453,10617423,937402,15090,937402,15090,0.0882890320937575,0.0014212488284586,0.0882890320937575,0.0014212488284586
02-07-2021,99.18,110.08,-21.0,-6.0,-16.0,-38.0,-17.0,5.0,0.0250000008257598,4.0297387484639946e-05,0.0250000008257598,4.0297387484639946e-05,0.0249999960001412,0.0001257004619537,0.0249999960001412,0.0001257004619537,0.0250000136170906,0.000128415115842,0.0250000136177619,0.0001284267514898,10617423,940991,15092,940991,15092,0.0886270613876832,0.0014214371980846,0.0886270613876832,0.0014214371980846
02-08-2021,109.83,112.87,-21.0,-12.0,-7.0,-34.0,-29.0,9.0,0.0250000009816178,4.764644643805215e-05,0.0250000009816178,4.764644643805215e-05,0.0249999918669341,0.0001378224603078,0.0249999918669341,0.0001378224603078,0.0250000135482626,0.0001283703979173,0.0250000135488089,0.0001283807567281,10617423,943695,15130,943695,15130,0.0888817371220869,0.0014250162209794,0.0888817371220869,0.0014250162209794
02-09-2021,112.66,114.5,-19.0,-9.0,-15.0,-35.0,-29.0,10.0,0.0250000010375493,5.11350832605699e-05,0.0250000010375493,5.11350832605699e-05,0.0249999886476999,0.0001435471536645,0.0249999886476999,0.0001435471536645,0.0250000131724905,0.000125393711178,0.0250000131729286,0.0001254028753599,10617423,947416,15301,947416,15301,0.0892321988113311,0.0014411218240056,0.0892321988113311,0.0014411218240056
02-10-2021,120.12,123.87,-15.0,-8.0,7.0,-32.0,-29.0,9.0,0.0250000009031563,4.555429252826447e-05,0.0250000009031563,4.555429252826447e-05,0.0249999885168162,0.0001361863231546,0.0249999885168162,0.0001361863231546,0.0250000136012954,0.000130062376416,0.0250000136016418,0.0001300704457703,10617423,950906,15421,950906,15421,0.0895609038087679,0.0014524240015679,0.0895609038087679,0.0014524240015679
02-11-2021,123.74,125.32,-19.0,-10.0,-40.0,-33.0,-29.0,11.0,0.0250000008721484,4.420567041568544e-05,0.0250000008721484,4.420567041568544e-05,0.0249999885198063,0.0001309612469016,0.0249999885198063,0.0001309612469016,0.0250000139557976,0.0001339781445697,0.0250000139560652,0.0001339851696023,10617423,955085,15513,955085,15513,0.0899545021423748,0.0014610890043657,0.0899545021423748,0.0014610890043657
02-12-2021,146.43,171.49,-17.0,-9.0,-21.0,-29.0,-30.0,10.0,0.0250000007864077,4.049864678765289e-05,0.0250000007864077,4.049864678765289e-05,0.0249999893286987,0.0001228789540554,0.0249999893286987,0.0001228789540554,0.0250000134386366,0.0001294230147651,0.0250000134388364,0.0001294290205364,10617423,958985,15708,958985,15708,0.0903218229131494,0.0014794550429044,0.0903218229131494,0.0014794550429044
02-13-2021,141.59,194.59,-16.0,-3.0,-38.0,-29.0,-14.0,7.0,0.0250000008403959,4.219980112415768e-05,0.0250000008403959,4.219980112415768e-05,0.0249999896184014,0.0001185895475401,0.0249999896184014,0.0001185895475401,0.0250000131982772,0.0001274276978242,0.0250000131984206,0.0001274327326541,10617423,962808,15850,962808,15850,0.0906818914533215,0.0014928292863531,0.0906818914533215,0.0014928292863531
02-14-2021,112.37,145.46,-14.0,-6.0,-33.0,-35.0,-17.0,6.0,0.0250000007154812,3.620740457350797e-05,0.0250000007154812,3.620740457350797e-05,0.0249999914973097,0.0001095771810558,0.0249999914973097,0.0001095771810558,0.0250000128177166,0.0001240274749994,0.025000012817814,0.0001240315768373,10617423,964737,15871,964737,15871,0.0908635739576354,0.0014948071674265,0.0908635739576354,0.0014948071674265
02-15-2021,107.03,111.32,-22.0,-13.0,-40.0,-36.0,-40.0,13.0,0.0250000008601533,4.295398346329048e-05,0.0250000008601533,4.295398346329048e-05,0.024999987252655,0.0001202238249765,0.024999987252655,0.0001202238249765,0.025000012421871,0.0001206448379896,0.0250000124219319,0.0001206480437011,10617423,966807,15928,966807,15928,0.091058536520585,0.0015001757017686,0.091058536520585,0.0015001757017686
02-16-2021,106.85,109.24,-21.0,-10.0,-39.0,-37.0,-35.0,13.0,0.02500000092658,4.662343909117106e-05,0.02500000092658,4.662343909117106e-05,0.0249999841891779,0.000125868988545,0.0249999841891779,0.000125868988545,0.0250000120743065,0.0001177556993241,0.0250000120743403,0.0001177580521042,10617423,969702,16174,969702,16174,0.0913312015542754,0.0015233451657713,0.0913312015542754,0.0015233451657713
02-17-2021,117.59,117.37,-16.0,-7.0,-11.0,-32.0,-30.0,10.0,0.0250000008810679,4.419542543634176e-05,0.0250000008810679,4.419542543634176e-05,0.0249999868360077,0.0001168563359355,0.0249999868360077,0.0001168563359355,0.0250000124982203,0.000122220382401,0.0250000124982352,0.0001222219220976,10617423,973247,16273,973247,16273,0.0916650867164282,0.0015326694622602,0.0916650867164282,0.0015326694622602
02-18-2021,113.87,115.71,-22.0,-13.0,-46.0,-35.0,-31.0,13.0,0.0250000008924114,4.451099285827143e-05,0.0250000008924114,4.451099285827143e-05,0.0249999869625895,0.0001145511321725,0.0249999869625895,0.0001145511321725,0.0250000126653439,0.0001241214108159,0.0250000126653478,0.0001241221676753,10617423,976732,16403,976732,16403,0.0919933207897999,0.0015449134879527,0.0919933207897999,0.0015449134879527
02-19-2021,142.62,156.27,-18.0,-10.0,-7.0,-31.0,-29.0,10.0,0.0250000009483551,4.674006102178293e-05,0.0250000009483551,4.674006102178293e-05,0.0249999881456676,0.0001092012798748,0.0249999881456676,0.0001092012798748,0.0250000121305392,0.0001191198574999,0.0250000120887778,0.0001187002749625,10617423,980411,16610,980411,16610,0.0923398267168973,0.0015644097442477,0.0923398267168973,0.0015644097442477
02-20-2021,145.11,185.43,-15.0,-8.0,19.0,-26.0,-10.0,5.0,0.0250000008967397,4.3772370444048646e-05,0.0250000008967397,4.3772370444048646e-05,0.0249999868914422,0.0001116856907292,0.0249999868914422,0.0001116856907292,0.0250000116633811,0.0001146630515965,0.0250000116633811,0.0001146630515965,10617423,983747,16742,983747,16742,0.0926540272531291,0.0015768421395662,0.0926540272531291,0.0015768421395662
02-21-2021,108.81,120.86,-15.0,-8.0,20.0,-27.0,-15.0,4.0,0.0250000009136353,4.415963634525527e-05,0.0250000009136353,4.415963634525527e-05,0.0249999901402916,0.0001017613211812,0.0249999901402916,0.0001017613211812,0.025000011616267,0.0001143801998798,0.025000011616267,0.0001143801998798,10617423,985505,16744,985505,16744,0.0928196041544167,0.0015770305091922,0.0928196041544167,0.0015770305091922
02-22-2021,111.14,113.29,-19.0,-10.0,-14.0,-31.0,-27.0,9.0,0.0250000010298353,5.010219100403917e-05,0.0250000010298353,5.010219100403917e-05,0.0249999854199423,0.000112459747564,0.0249999854199423,0.000112459747564,0.0250000112530304,0.0001111268087723,0.0250000112530304,0.0001111268087723,10617423,987041,16835,987041,16835,0.0929642720272141,0.001585601327177,0.0929642720272141,0.001585601327177
02-23-2021,119.11,124.37,-14.0,-5.0,9.0,-30.0,-28.0,9.0,0.0250000010828819,5.325319567901116e-05,0.0250000010828819,5.325319567901116e-05,0.0249999816854704,0.0001193942597299,0.0249999816854704,0.0001193942597299,0.0250000108119865,0.000107133985017,0.0250000108119865,0.000107133985017,10617423,990821,16927,990821,16927,0.0933202906204264,0.0015942663299747,0.0933202906204264,0.0015942663299747
02-24-2021,126.08,132.65,-11.0,-6.0,29.0,-28.0,-28.0,8.0,0.0250000008534343,4.382518474635245e-05,0.0250000008534343,4.382518474635245e-05,0.024999983501502,0.0001131159566405,0.024999983501502,0.0001131159566405,0.0250000111956341,0.0001112676111039,0.0250000111956341,0.0001112676111039,10617423,994061,17064,994061,17064,0.0936254494146084,0.0016071696493584,0.0936254494146084,0.0016071696493584
02-25-2021,131.87,139.33,-13.0,-5.0,10.0,-28.0,-27.0,8.0,0.0250000008627585,4.4258534954156767e-05,0.0250000008627585,4.4258534954156767e-05,0.0249999832391213,0.0001120386514719,0.0249999832391213,0.0001120386514719,0.0250000113926767,0.0001134669512507,0.0250000113926767,0.0001134669512507,10617423,997388,17199,997388,17199,0.093938802287523,0.001619884599116,0.093938802287523,0.001619884599116
02-26-2021,145.27,161.98,-16.0,-10.0,-15.0,-27.0,-27.0,9.0,0.0250000008431053,4.307559888020818e-05,0.0250000008431053,4.307559888020818e-05,0.0249999817119717,0.0001137771429377,0.0249999817119717,0.0001137771429377,0.0250000110033862,0.0001098949081433,0.0250000110033862,0.0001098949081433,10617423,1000822,17219,1000822,17219,0.0942622329354307,0.0016217682953763,0.0942622329354307,0.0016217682953763
02-27-2021,153.99,196.73,-10.0,-4.0,28.0,-21.0,-9.0,3.0,0.0250000006613768,3.538654187713811e-05,0.0250000006613768,3.538654187713811e-05,0.0249999849026874,0.0001045334704309,0.0249999849026874,0.0001045334704309,0.0250000106835917,0.0001070602506462,0.0250000106835917,0.0001070602506462,10617423,1004187,17294,1004187,17294,0.0945791648312401,0.0016288321563528,0.0945791648312401,0.0016288321563528
02-28-2021,117.23,132.51,-10.0,-5.0,43.0,-24.0,-14.0,3.0,0.0250000005844985,3.228791797185238e-05,0.0250000005844985,3.228791797185238e-05,0.0249999860032973,9.991789869096496e-05,0.0249999860032973,9.991789869096496e-05,0.0250000102468711,0.0001030952653383,0.0250000102468711,0.0001030952653383,10617423,1006521,17295,1006521,17295,0.0947989921848267,0.0016289263411658,0.0947989921848267,0.0016289263411658
03-01-2021,115.81,118.21,-15.0,-6.0,-20.0,-29.0,-27.0,9.0,0.0250000006569806,3.6269660050770416e-05,0.0250000006569806,3.6269660050770416e-05,0.0249999827354278,0.0001055098765521,0.0249999827354278,0.0001055098765521,0.0250000098850517,9.996348194213658e-05,0.0250000098850517,9.996348194213658e-05,10617423,1008660,17376,1008660,17376,0.0950004534998746,0.0016365553110203,0.0950004534998746,0.0016365553110203
03-02-2021,116.75,115.57,-16.0,-7.0,-31.0,-31.0,-29.0,10.0,0.0250000006074475,3.454473586084803e-05,0.0250000006074475,3.454473586084803e-05,0.0249999810531122,0.0001074733940673,0.0249999810531122,0.0001074733940673,0.0250000093207035,9.477120342028844e-05,0.0250000093207035,9.477120342028844e-05,10617423,1011807,17480,1011807,17480,0.0952968531064458,0.0016463505315743,0.0952968531064458,0.0016463505315743
03-03-2021,127.3,131.5,-7.0,-2.0,9.0,-26.0,-28.0,8.0,0.0250000005797488,3.325723989189877e-05,0.0250000005797488,3.325723989189877e-05,0.024999987325203,9.181021501424847e-05,0.024999987325203,9.181021501424847e-05,0.0250000096289409,9.824793628960232e-05,0.0250000096289409,9.824793628960232e-05,10617423,1014542,17625,1014542,17625,0.0955544485700532,0.0016600073294621,0.0955544485700532,0.0016600073294621
03-04-2021,136.54,145.54,-10.0,-3.0,9.0,-25.0,-28.0,8.0,0.0250000005241228,3.01231926917196e-05,0.0250000005241228,3.01231926917196e-05,0.0249999875090397,9.050978386044188e-05,0.0249999875090397,9.050978386044188e-05,0.0250000097952576,0.0001001930678348,0.0250000097952576,0.0001001930678348,10617423,1017428,17750,1017428,17750,0.0958262659404264,0.0016717804310895,0.0958262659404264,0.0016717804310895
03-05-2021,171.51,200.48,-11.0,-6.0,28.0,-23.0,-26.0,7.0,0.0250000004902682,2.7841306133438545e-05,0.0250000004902682,2.7841306133438545e-05,0.0249999888074221,8.674556372113729e-05,0.0249999888074221,8.674556372113729e-05,0.0250000092985714,9.544671660362764e-05,0.0250000092985714,9.544671660362764e-05,10617423,1019509,17815,1019509,17815,0.0960222645363192,0.0016779024439357,0.0960222645363192,0.0016779024439357
03-06-2021,181.48,252.77,-9.0,-5.0,27.0,-19.0,-11.0,3.0,0.0250000006100972,3.285022161432624e-05,0.0250000006100972,3.285022161432624e-05,0.0249999925814409,7.551511331149159e-05,0.0249999925814409,7.551511331149159e-05,0.0250000090717615,9.343932780884338e-05,0.0250000090717615,9.343932780884338e-05,10617423,1021778,17905,1021778,17905,0.0962359698770596,0.0016863790771075,0.0962359698770596,0.0016863790771075
