date,New York-apple-driving,New York-apple-walking,New York-google-retail_and_recreation,New York-google-grocery_and_pharmacy,New York-google-parks,New York-google-transit_stations,New York-google-workplaces,New York-google-residential,New York-jh_beta_7,New York-jh_gamma_7,New York-cdc_beta_7,New York-cdc_gamma_7,New York-jh_beta_14,New York-jh_gamma_14,New York-cdc_beta_14,New York-cdc_gamma_14,New York-jh_beta_30,New York-jh_gamma_30,New York-cdc_beta_30,New York-cdc_gamma_30,New York-census_pop,New York-jh_confirmed,New York-jh_death,New York-cdc_confirmed,New York-cdc_death,New York-jh_confirmed_ratio,New York-jh_death_ratio,New York-cdc_confirmed_ratio,New York-cdc_death_ratio
01-01-2021,68.01,48.16,-59.0,-43.0,-39.0,-72.0,-76.0,29.0,0.0250000003027941,2.10536711310148e-05,0.025,1e-05,0.0250000023005394,5.232329471328576e-05,0.025000000963312,2.7338557801281782e-05,0.0249999795851049,0.0001117926439466,0.0250002325871942,0.0001689737198737,19453561,995816,37973,559358,12701,0.0511893940651791,0.0019519819533297,0.0287535017367771,0.0006528881781592
01-02-2021,94.32,73.38,-34.0,-15.0,-1.0,-45.0,-24.0,10.0,0.0250000003161005,2.15069098331832e-05,0.025,1e-05,0.0250000023606769,5.344023766271375e-05,0.025000000992781,2.787332715754476e-05,0.0249999739388631,0.0001142551082491,0.0250002321551137,0.0001703425076963,19453561,1011665,38093,569204,12798,0.0520041035160606,0.001958150489774,0.0292596301520323,0.000657874411785
01-03-2021,70.24,43.37,-43.0,-26.0,-43.0,-51.0,-22.0,9.0,0.0250000003251654,2.187610440039393e-05,0.025,1e-05,0.0250000024152659,5.452232267204626e-05,0.0250000010104468,2.818587634639445e-05,0.0249999670240456,0.0001162234376753,0.0250002301477006,0.0001714505015724,19453561,1023897,38239,577232,12912,0.0526328829976167,0.0019656555424479,0.0296723052401562,0.0006637345214071
01-04-2021,88.79,58.76,-32.0,-12.0,-29.0,-50.0,-39.0,14.0,0.0250000003360025,2.23283560149403e-05,0.025,1e-05,0.0250000024874642,5.596905585618616e-05,0.0250000010287563,2.8498128270396157e-05,0.0249999586066834,0.0001181570828688,0.0250002283689101,0.0001731286319415,19453561,1035139,38417,584715,13039,0.0532107720535073,0.0019748055381737,0.030056964891929,0.000670262889144
01-05-2021,93.31,58.52,-32.0,-8.0,-29.0,-50.0,-38.0,14.0,0.025000000349718,2.2840821423889043e-05,0.025,1e-05,0.0250000025413929,5.696009171650217e-05,0.025000001058391,2.901625898638969e-05,0.0249999505203666,0.0001197559581936,0.0250002243729634,0.000173898684083,19453561,1048281,38563,592518,13163,0.0538863296030994,0.0019823105908476,0.0304580739742199,0.0006766370434698
01-06-2021,91.31,57.6,-33.0,-13.0,-29.0,-51.0,-38.0,15.0,0.025000000358446,2.317620959523834e-05,0.025,1e-05,0.025000002550238,5.703302747829118e-05,0.0250000010650251,2.905422365610337e-05,0.0249999416375313,0.0001219804236329,0.0250002250630236,0.0001764024184117,19453561,1064297,38729,603543,13281,0.0547096236005325,0.0019908437329288,0.0310248082600404,0.0006827027709733
01-07-2021,92.49,58.8,-34.0,-12.0,-29.0,-51.0,-38.0,15.0,0.0250000003649132,2.3395839876924808e-05,0.025,1e-05,0.0250000025823884,5.755872727879887e-05,0.0250000010624394,2.8902711517307795e-05,0.0249999341317087,0.0001236230458951,0.0250002258131069,0.0001782376902344,19453561,1081885,38933,614792,13425,0.0556137254253861,0.0020013302448842,0.0316030571472235,0.0006901050147065
01-08-2021,102.85,65.38,-37.0,-15.0,-39.0,-52.0,-37.0,16.0,0.0250000003857755,2.4128772961640427e-05,0.025,1e-05,0.0250000026419914,5.854832631009541e-05,0.0250000011003275,2.954138463628472e-05,0.0249999267470317,0.0001250002215035,0.025000225488454,0.0001801690596638,19453561,1101445,39098,627340,13551,0.0566191968658077,0.0020098119824951,0.0322480804414163,0.000696581977973
01-09-2021,98.25,68.83,-34.0,-13.0,-26.0,-46.0,-19.0,9.0,0.0250000003911501,2.426725297861812e-05,0.025,1e-05,0.0250000027353894,6.02700186624132e-05,0.025000001153789,3.050506012050209e-05,0.0249999166891205,0.0001273787780847,0.0250002186415308,0.000179684789881,19453561,1119284,39288,638239,13694,0.0575362012127239,0.0020195788318652,0.0328083377639703,0.0007039328172358
01-10-2021,79.47,54.32,-33.0,-16.0,-13.0,-47.0,-19.0,8.0,0.0250000004253659,2.5604207808022157e-05,0.025,1e-05,0.0250000028396525,6.219899974137088e-05,0.0250000012070304,3.146194031915131e-05,0.0249999066461811,0.0001286584794511,0.0250002132832527,0.0001798447344712,19453561,1135592,39450,648275,13805,0.0583745053155049,0.002027906356065,0.0333242330285956,0.0007096387134468
01-11-2021,87.54,55.17,-35.0,-16.0,-35.0,-53.0,-38.0,15.0,0.0250000004436141,2.634978086598061e-05,0.025,1e-05,0.0250000652003311,0.0001438615016889,0.025000001256903,3.240142806899692e-05,0.0249998970833594,0.0001294531924802,0.0250002079766692,0.0001803587616364,19453561,1149771,39650,656699,13928,0.0591033693008699,0.0020381872501389,0.0337572642869858,0.0007159614633022
01-12-2021,91.5,58.81,-34.0,-12.0,-26.0,-51.0,-38.0,14.0,0.0250000004505057,2.658284410749928e-05,0.025,1e-05,0.0250000668442326,0.0001464900595418,0.0250000013164483,3.354812815597324e-05,0.024999885917594,0.000130900710153,0.0250002023046654,0.0001807422358151,19453561,1164562,39835,665919,14050,0.0598636928221008,0.0020476970771572,0.0342312135037898,0.0007222328086873
01-13-2021,91.78,58.63,-35.0,-14.0,-29.0,-52.0,-39.0,15.0,0.0250000004745913,2.7548222204475524e-05,0.025,1e-05,0.0250000673825072,0.000148105125131,0.025000001368914,3.456896186113259e-05,0.0249998774179992,0.0001311256887906,0.0250001944595466,0.000179908735436,19453561,1179266,40005,674674,14180,0.0606195441544095,0.00205643583712,0.0346812596418722,0.0007289153898353
