date,Minnesota-apple-driving,Minnesota-apple-walking,Minnesota-google-retail_and_recreation,Minnesota-google-grocery_and_pharmacy,Minnesota-google-parks,Minnesota-google-transit_stations,Minnesota-google-workplaces,Minnesota-google-residential,Minnesota-jh_beta_7,Minnesota-jh_gamma_7,Minnesota-cdc_beta_7,Minnesota-cdc_gamma_7,Minnesota-jh_beta_14,Minnesota-jh_gamma_14,Minnesota-cdc_beta_14,Minnesota-cdc_gamma_14,Minnesota-jh_beta_30,Minnesota-jh_gamma_30,Minnesota-cdc_beta_30,Minnesota-cdc_gamma_30,Minnesota-census_pop,Minnesota-jh_confirmed,Minnesota-jh_death,Minnesota-cdc_confirmed,Minnesota-cdc_death,Minnesota-jh_confirmed_ratio,Minnesota-jh_death_ratio,Minnesota-cdc_confirmed_ratio,Minnesota-cdc_death_ratio
05-21-2021,170.16,241.5,-3.0,5.0,91.0,-23.0,-27.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005030571,1.4919590056681223e-05,0.0250000005030571,1.4919590056681223e-05,5639632,597731,7447,597731,7447,0.1059875892611432,0.0013204762296547,0.1059875892611432,0.0013204762296547
05-22-2021,168.52,269.88,-6.0,7.0,123.0,-18.0,-8.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004852416,1.4736753929821858e-05,0.0250000004852416,1.4736753929821858e-05,5639632,598327,7456,598327,7456,0.1060932699154838,0.0013220720784618,0.1060932699154838,0.0013220720784618
05-23-2021,126.91,173.31,5.0,7.0,126.0,-15.0,-8.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004842034,1.473221874116706e-05,0.0250000004842034,1.473221874116706e-05,5639632,598766,7463,598766,7463,0.1061711118739662,0.0013233132942007,0.1061711118739662,0.0013233132942007
05-24-2021,136.16,189.12,2.0,7.0,119.0,-25.0,-27.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004802283,1.4705315456379432e-05,0.0250000004802283,1.4705315456379432e-05,5639632,599234,7463,599234,7463,0.1062540960119383,0.0013233132942007,0.1062540960119383,0.0013233132942007
05-25-2021,144.06,203.69,3.0,9.0,133.0,-26.0,-27.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000005334753,2.09603143855586e-05,0.0250000005334753,2.09603143855586e-05,0.025000000482228,1.475997418947056e-05,0.025000000482228,1.475997418947056e-05,5639632,599477,7474,599477,7474,0.1062971839297315,0.0013252637760761,0.1062971839297315,0.0013252637760761
05-26-2021,147.19,199.39,6.0,9.0,132.0,-21.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000005321875,2.1035463948503267e-05,0.0250000005321875,2.1035463948503267e-05,0.0250000004928823,1.4896026441057e-05,0.0250000004928823,1.4896026441057e-05,5639632,599909,7486,599909,7486,0.106373784672475,0.0013273915744857,0.106373784672475,0.0013273915744857
05-27-2021,138.53,169.85,-3.0,5.0,8.0,-29.0,-28.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005494763,1.5498035068557717e-05,0.0250000005494763,1.5498035068557717e-05,5639632,600408,7496,600408,7496,0.1064622656230051,0.0013291647398269,0.1064622656230051,0.0013291647398269
05-28-2021,178.14,244.9,1.0,14.0,119.0,-17.0,-30.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005319221,1.5328305215977424e-05,0.0250000005319221,1.5328305215977424e-05,5639632,600767,7501,600767,7501,0.1065259222587573,0.0013300513224976,0.1065259222587573,0.0013300513224976
05-29-2021,150.54,241.81,-8.0,10.0,134.0,-13.0,-14.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004483886,1.4482910659378938e-05,0.0250000004483886,1.4482910659378938e-05,5639632,601105,7511,601105,7511,0.1065858552472927,0.0013318244878389,0.1065858552472927,0.0013318244878389
05-30-2021,122.37,178.03,5.0,7.0,160.0,-20.0,-13.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003154926,1.3122128642216456e-05,0.0250000003154926,1.3122128642216456e-05,5639632,601384,7519,601384,7519,0.1066353265603145,0.0013332430201119,0.1066353265603145,0.0013332430201119
05-31-2021,130.5,171.57,3.0,7.0,271.0,-28.0,-77.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002686825,1.2653527163073946e-05,0.0250000002686825,1.2653527163073946e-05,5639632,601384,7519,601450,7519,0.1066353265603145,0.0013332430201119,0.106647029451567,0.0013332430201119
06-01-2021,149.04,212.37,5.0,15.0,151.0,-20.0,-29.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000002473318,1.5373790178460715e-05,0.0250000002473318,1.5373790178460715e-05,0.0250000002534052,1.2528776175442582e-05,0.0250000002534052,1.2528776175442582e-05,5639632,601517,7520,601517,7520,0.1066589096593536,0.001333420336646,0.1066589096593536,0.001333420336646
06-02-2021,152.87,214.38,7.0,11.0,152.0,-23.0,-29.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002578581,1.2621619254489895e-05,0.0250000002578581,1.2621619254489895e-05,5639632,601645,7520,601645,7520,0.1066816061757221,0.001333420336646,0.1066816061757221,0.001333420336646
06-03-2021,161.54,219.79,5.0,14.0,139.0,-22.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002769314,1.2876748799476294e-05,0.0250000002769314,1.2876748799476294e-05,5639632,601881,7530,601881,7530,0.1067234528777764,0.0013351935019873,0.1067234528777764,0.0013351935019873
06-04-2021,188.71,261.36,1.0,12.0,129.0,-19.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002493559,1.263667732521287e-05,0.0250000002493559,1.263667732521287e-05,5639632,602134,7538,602134,7538,0.1067683139609109,0.0013366120342603,0.1067683139609109,0.0013366120342603
06-05-2021,185.18,265.53,-5.0,12.0,142.0,-13.0,-7.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001853667,1.2013083923855392e-05,0.0250000001853667,1.2013083923855392e-05,5639632,602428,7554,602428,7554,0.1068204450219447,0.0013394490988064,0.1068204450219447,0.0013394490988064
06-06-2021,150.58,192.36,10.0,14.0,191.0,-8.0,-5.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001503646,1.167047548776292e-05,0.0250000001503646,1.167047548776292e-05,5639632,602686,7558,602686,7558,0.1068661926877498,0.0013401583649429,0.1068661926877498,0.0013401583649429
06-07-2021,152.73,208.13,8.0,13.0,139.0,-22.0,-30.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001195157,1.1376190433216834e-05,0.0250000001195157,1.1376190433216834e-05,5639632,602880,7560,602880,7560,0.1069005920953707,0.0013405129980112,0.1069005920953707,0.0013405129980112
06-08-2021,159.11,217.89,9.0,13.0,133.0,-25.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001096564,1.1308564398853395e-05,0.0250000001096564,1.1308564398853395e-05,5639632,603005,7562,603005,7562,0.1069227566621368,0.0013408676310794,0.1069227566621368,0.0013408676310794
06-09-2021,164.23,224.58,10.0,12.0,136.0,-20.0,-31.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001035488,1.1286089007463516e-05,0.0250000001035488,1.1286089007463516e-05,5639632,603144,7570,603144,7570,0.1069474036603806,0.0013422861633525,0.1069474036603806,0.0013422861633525
06-10-2021,172.02,234.83,6.0,13.0,117.0,-22.0,-32.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000139325,1.1693881413911768e-05,0.025000000139325,1.1693881413911768e-05,5639632,603305,7577,603305,7577,0.1069759516223753,0.0013435273790914,0.1069759516223753,0.0013435273790914
06-11-2021,192.53,270.41,2.0,11.0,120.0,-17.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001225819,1.1548962362446305e-05,0.0250000001225819,1.1548962362446305e-05,5639632,603466,7589,603466,7589,0.10700449958437,0.0013456551775009,0.10700449958437,0.0013456551775009
06-12-2021,193.02,290.54,-4.0,13.0,166.0,-6.0,-8.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000000726668,1.1044580083549247e-05,0.0250000000726668,1.1044580083549247e-05,5639632,603614,7596,603614,7596,0.107030742431421,0.0013468963932398,0.107030742431421,0.0013468963932398
06-13-2021,157.19,204.5,9.0,14.0,205.0,-3.0,-6.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,603760,7605,603760,7605,0.1070566306454038,0.0013484922420469,0.1070566306454038,0.0013484922420469
06-14-2021,161.62,224.13,10.0,14.0,171.0,-20.0,-34.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,603876,7610,603876,7610,0.1070771993633627,0.0013493788247176,0.1070771993633627,0.0013493788247176
06-15-2021,167.91,234.72,9.0,14.0,180.0,-21.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,603966,7611,603966,7611,0.1070931578514342,0.0013495561412517,0.1070931578514342,0.0013495561412517
06-16-2021,170.13,227.56,10.0,13.0,175.0,-18.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,604052,7616,604052,7616,0.1071084070733693,0.0013504427239224,0.1071084070733693,0.0013504427239224
06-17-2021,176.57,234.04,5.0,13.0,150.0,-17.0,-34.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,604184,7620,604184,7620,0.1071318128558742,0.0013511519900589,0.1071318128558742,0.0013511519900589
06-18-2021,203.03,285.95,2.0,12.0,154.0,-16.0,-35.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,604291,7624,604292,7625,0.107150785725026,0.0013518612561954,0.1071509630415601,0.0013520385727295
06-19-2021,188.65,288.95,-4.0,13.0,177.0,-7.0,-9.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,604406,7629,604400,7630,0.1071711771264508,0.001352747838866,0.107170113227246,0.0013529251554002
06-20-2021,137.26,163.05,8.0,7.0,69.0,-6.0,-9.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,604509,7638,604509,7638,0.107189440729466,0.0013543436876732,0.107189440729466,0.0013543436876732
06-21-2021,159.55,222.51,7.0,9.0,153.0,-18.0,-34.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,604608,7642,604608,7642,0.1072069950663447,0.0013550529538097,0.1072069950663447,0.0013550529538097
06-22-2021,164.74,234.05,7.0,9.0,180.0,-19.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,604687,7643,604687,7643,0.1072210030725409,0.0013552302703438,0.1072210030725409,0.0013552302703438
06-23-2021,169.14,229.37,9.0,9.0,180.0,-16.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,604758,7648,604758,7648,0.107233592546464,0.0013561168530145,0.107233592546464,0.0013561168530145
06-24-2021,176.82,239.57,4.0,11.0,150.0,-17.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,604879,7654,604879,7654,0.1072550478470935,0.0013571807522192,0.1072550478470935,0.0013571807522192
06-25-2021,200.81,287.81,0.0,8.0,155.0,-13.0,-34.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,604971,7665,604971,7665,0.1072713609682333,0.0013591312340947,0.1072713609682333,0.0013591312340947
06-26-2021,183.15,265.36,-7.0,4.0,98.0,-2.0,-7.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,605040,7671,605040,7671,0.1072835958090882,0.0013601951332994,0.1072835958090882,0.0013601951332994
06-27-2021,154.21,198.93,8.0,9.0,188.0,2.0,-5.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,605137,7675,605137,7675,0.1073007955128987,0.0013609043994359,0.1073007955128987,0.0013609043994359
06-28-2021,154.63,206.62,6.0,8.0,121.0,-19.0,-34.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,605218,7680,605218,7680,0.1073151581521631,0.0013617909821066,0.1073151581521631,0.0013617909821066
06-29-2021,163.91,225.84,5.0,7.0,148.0,-22.0,-34.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,605297,7680,605297,7680,0.1073291661583592,0.0013617909821066,0.1073291661583592,0.0013617909821066
06-30-2021,172.07,233.84,12.0,14.0,180.0,-15.0,-33.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,605365,7687,605365,7687,0.10734122368268,0.0013630321978455,0.10734122368268,0.0013630321978455
07-01-2021,178.84,231.91,9.0,20.0,158.0,-16.0,-34.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,605448,7692,605448,7692,0.1073559409550126,0.0013639187805161,0.1073559409550126,0.0013639187805161
07-02-2021,187.31,248.48,3.0,19.0,168.0,-13.0,-39.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,605549,7698,605549,7698,0.1073738499249596,0.0013649826797209,0.1073738499249596,0.0013649826797209
07-03-2021,150.39,229.0,-10.0,16.0,175.0,-8.0,-15.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,605660,7703,605660,7703,0.1073935320602479,0.0013658692623915,0.1073935320602479,0.0013658692623915
07-04-2021,127.8,201.17,-11.0,8.0,335.0,-16.0,-20.0,-6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,605660,7703,605707,7704,0.1073935320602479,0.0013658692623915,0.1074018659373519,0.0013660465789257
07-05-2021,147.29,177.86,9.0,8.0,189.0,-27.0,-72.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,605660,7703,605754,7705,0.1073935320602479,0.0013658692623915,0.1074101998144559,0.0013662238954598
07-06-2021,150.33,201.14,5.0,9.0,60.0,-20.0,-36.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,605803,7708,605803,7708,0.1074188883246282,0.0013667558450622,0.1074188883246282,0.0013667558450622
07-07-2021,164.02,222.91,8.0,11.0,144.0,-17.0,-34.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,606034,7708,606034,7708,0.1074598484440119,0.0013667558450622,0.1074598484440119,0.0013667558450622
07-08-2021,173.85,242.79,5.0,12.0,158.0,-17.0,-34.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,606158,7710,606158,7710,0.1074818356942438,0.0013671104781304,0.1074818356942438,0.0013671104781304
07-09-2021,195.87,284.05,1.0,9.0,145.0,-13.0,-33.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,606297,7715,606297,7715,0.1075064826924877,0.0013679970608011,0.1075064826924877,0.0013679970608011
07-10-2021,184.97,289.59,-3.0,9.0,147.0,-4.0,-6.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,606297,7715,606359,7715,0.1075064826924877,0.0013679970608011,0.1075174763176037,0.0013679970608011
07-11-2021,152.99,201.46,8.0,12.0,210.0,1.0,-4.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,606297,7715,606421,7715,0.1075064826924877,0.0013679970608011,0.1075284699427196,0.0013679970608011
07-12-2021,162.26,222.75,9.0,13.0,165.0,-16.0,-32.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,606484,7717,606484,7717,0.1075396408843697,0.0013683516938693,0.1075396408843697,0.0013683516938693
07-13-2021,167.34,227.09,9.0,13.0,167.0,-18.0,-32.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,606870,7720,606870,7720,0.1076080850665433,0.0013688836434717,0.1076080850665433,0.0013688836434717
07-14-2021,160.86,206.92,7.0,8.0,82.0,-18.0,-32.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,607069,7723,607069,7723,0.1076433710568349,0.0013694155930741,0.1076433710568349,0.0013694155930741
07-15-2021,182.74,252.06,9.0,15.0,163.0,-13.0,-32.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,607278,7725,607278,7725,0.1076804302124677,0.0013697702261424,0.1076804302124677,0.0013697702261424
07-16-2021,203.57,289.68,3.0,11.0,156.0,-11.0,-33.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,607524,7728,607524,7728,0.1077240500798633,0.0013703021757448,0.1077240500798633,0.0013703021757448
07-17-2021,186.6,330.97,-2.0,10.0,183.0,-1.0,-7.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,607524,7728,607610,7729,0.1077240500798633,0.0013703021757448,0.1077392993017984,0.0013704794922789
07-18-2021,156.13,219.02,11.0,13.0,225.0,3.0,-4.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,607524,7728,607696,7730,0.1077240500798633,0.0013703021757448,0.1077545485237334,0.001370656808813
07-19-2021,161.8,220.05,9.0,14.0,147.0,-16.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,607784,7731,607784,7731,0.1077701523787367,0.0013708341253471,0.1077701523787367,0.0013708341253471
07-20-2021,168.96,229.41,9.0,13.0,151.0,-18.0,-32.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,608405,7732,608405,7732,0.1078802659464305,0.0013710114418813,0.1078802659464305,0.0013710114418813
07-21-2021,171.01,229.94,10.0,12.0,150.0,-14.0,-32.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,608678,7737,608678,7737,0.1079286733602476,0.0013718980245519,0.1079286733602476,0.0013718980245519
07-22-2021,179.36,245.08,7.0,14.0,137.0,-15.0,-32.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,609016,7741,609016,7741,0.107988606348783,0.0013726072906884,0.107988606348783,0.0013726072906884
07-23-2021,198.34,286.43,2.0,11.0,134.0,-12.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,609387,7743,609387,7743,0.1080543907829447,0.0013729619237567,0.1080543907829447,0.0013729619237567
07-24-2021,185.25,301.73,-3.0,10.0,148.0,-1.0,-6.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,609387,7743,609527,7744,0.1080543907829447,0.0013729619237567,0.1080792150977226,0.0013731392402908
07-25-2021,154.31,200.27,9.0,13.0,197.0,2.0,-4.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,609387,7743,609667,7745,0.1080543907829447,0.0013729619237567,0.1081040394125006,0.0013733165568249
07-26-2021,157.73,213.61,8.0,13.0,134.0,-16.0,-32.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,609810,7746,609810,7746,0.108129395676881,0.0013734938733591,0.108129395676881,0.0013734938733591
07-27-2021,162.15,220.25,8.0,12.0,126.0,-18.0,-31.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,610839,7749,610839,7749,0.1083118543904992,0.0013740258229614,0.1083118543904992,0.0013740258229614
07-28-2021,159.73,213.97,8.0,9.0,96.0,-17.0,-32.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,611458,7753,611458,7753,0.1084216133251247,0.001374735089098,0.1084216133251247,0.001374735089098
07-29-2021,173.3,229.38,5.0,13.0,120.0,-15.0,-32.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,612001,7756,612001,7756,0.1085178962031565,0.0013752670387003,0.1085178962031565,0.0013752670387003
07-30-2021,194.15,271.77,2.0,11.0,122.0,-13.0,-32.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,612701,7761,612701,7761,0.1086420177770464,0.001376153621371,0.1086420177770464,0.001376153621371
07-31-2021,178.78,266.52,-4.0,10.0,127.0,-5.0,-5.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,612701,7761,612908,7763,0.1086420177770464,0.001376153621371,0.108678722299611,0.0013765082544392
08-01-2021,150.07,199.81,9.0,14.0,190.0,2.0,-3.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,612701,7761,613115,7765,0.1086420177770464,0.001376153621371,0.1087154268221756,0.0013768628875075
08-02-2021,156.35,217.54,8.0,14.0,137.0,-17.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,613325,7767,613325,7767,0.1087526632943426,0.0013772175205758,0.1087526632943426,0.0013772175205758
08-03-2021,158.78,223.54,8.0,14.0,144.0,-17.0,-32.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,614990,7771,614990,7771,0.1090478953236665,0.0013779267867123,0.1090478953236665,0.0013779267867123
08-04-2021,165.56,224.22,10.0,12.0,140.0,-14.0,-32.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,615923,7776,615923,7776,0.1092133316500083,0.0013788133693829,0.1092133316500083,0.0013788133693829
08-05-2021,165.42,229.08,6.0,14.0,117.0,-14.0,-32.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,616784,7781,616784,7781,0.1093660011858929,0.0013796999520536,0.1093660011858929,0.0013796999520536
08-06-2021,191.67,280.22,1.0,10.0,135.0,-11.0,-33.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,617788,7787,617788,7787,0.1095440269861579,0.0013807638512583,0.1095440269861579,0.0013807638512583
08-07-2021,164.63,251.93,-6.0,5.0,69.0,-7.0,-7.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,617788,7787,618160,7788,0.1095440269861579,0.0013807638512583,0.1096099887368537,0.0013809411677925
08-08-2021,144.04,186.17,6.0,10.0,128.0,1.0,-4.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,617788,7787,618532,7789,0.1095440269861579,0.0013807638512583,0.1096759504875495,0.0013811184843266
08-09-2021,157.11,220.74,7.0,13.0,133.0,-16.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,618906,7791,618906,7791,0.1097422668713136,0.0013814731173948,0.1097422668713136,0.0013814731173948
08-10-2021,160.12,222.13,8.0,13.0,130.0,-17.0,-32.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,620591,7798,620591,7798,0.11004104523132,0.0013827143331337,0.11004104523132,0.0013827143331337
08-11-2021,165.15,229.67,9.0,12.0,147.0,-14.0,-32.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,622216,7808,622216,7808,0.1103291845992788,0.001384487498475,0.1103291845992788,0.001384487498475
08-12-2021,174.81,243.43,6.0,13.0,140.0,-15.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,623527,7816,623527,7816,0.1105616465755212,0.0013859060307481,0.1105616465755212,0.0013859060307481
08-13-2021,196.37,290.43,3.0,12.0,140.0,-9.0,-33.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,624851,7822,624851,7822,0.1107964136667073,0.0013869699299528,0.1107964136667073,0.0013869699299528
08-14-2021,182.77,310.87,-3.0,10.0,143.0,2.0,-6.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,624851,7822,625337,7823,0.1107964136667073,0.0013869699299528,0.1108825895022937,0.001387147246487
08-15-2021,152.21,204.24,10.0,14.0,185.0,5.0,-4.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,624851,7822,625823,7824,0.1107964136667073,0.0013869699299528,0.1109687653378802,0.0013873245630211
08-16-2021,154.95,215.82,8.0,14.0,129.0,-15.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,626310,7827,626310,7827,0.1110551184900007,0.0013878565126235,0.1110551184900007,0.0013878565126235
