date,Ohio-apple-driving,Ohio-apple-walking,Ohio-google-retail_and_recreation,Ohio-google-grocery_and_pharmacy,Ohio-google-parks,Ohio-google-transit_stations,Ohio-google-workplaces,Ohio-google-residential,Ohio-jh_beta_7,Ohio-jh_gamma_7,Ohio-cdc_beta_7,Ohio-cdc_gamma_7,Ohio-jh_beta_14,Ohio-jh_gamma_14,Ohio-cdc_beta_14,Ohio-cdc_gamma_14,Ohio-jh_beta_30,Ohio-jh_gamma_30,Ohio-cdc_beta_30,Ohio-cdc_gamma_30,Ohio-census_pop,Ohio-jh_confirmed,Ohio-jh_death,Ohio-cdc_confirmed,Ohio-cdc_death,Ohio-jh_confirmed_ratio,Ohio-jh_death_ratio,Ohio-cdc_confirmed_ratio,Ohio-cdc_death_ratio
03-07-2021,108.74,119.6,-8.0,-4.0,64.0,-16.0,-10.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000010606579,3.093402051686325e-05,0.0250000025556277,6.036459108680847e-05,0.0250000029976496,3.779887259544375e-05,0.0250000213858498,0.0002114376203704,11689100,978471,18878,978471,17656,0.0837079843614991,0.0016150088544028,0.0837079843614991,0.0015104670162801
03-08-2021,116.67,127.62,-12.0,-6.0,58.0,-16.0,-25.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000010223798,3.019221286790562e-05,0.0250000025530959,5.983042082503769e-05,0.0250000028469906,3.6437110640244345e-05,0.0250000213624274,0.0002128173871908,11689100,979725,18901,979725,17656,0.0838152637927642,0.0016169764994738,0.0838152637927642,0.0015104670162801
03-09-2021,122.91,134.73,-9.0,-3.0,86.0,-14.0,-25.0,7.0,0.025,1e-05,0.025,1e-05,0.025000000959889,2.89280687698136e-05,0.0250000025331964,5.936113029982924e-05,0.0250000026708031,3.481288503849153e-05,0.0250000212210797,0.0002129547589672,11689100,981618,18923,981618,17825,0.0839772095370901,0.0016188585947592,0.0839772095370901,0.001524924930063
03-10-2021,125.77,138.78,-7.0,-2.0,86.0,-13.0,-25.0,7.0,0.025,1e-05,0.0250000005569558,3.159479554789578e-05,0.0250000009588525,2.901259525034298e-05,0.0250000024512593,5.6727823272302247e-05,0.0250000025340377,3.3564856045678184e-05,0.0250000214432635,0.0002163357643054,11689100,983486,18948,983486,17825,0.0841370165367735,0.0016209973394016,0.0841370165367735,0.001524924930063
03-11-2021,125.53,134.24,-12.0,-5.0,18.0,-16.0,-25.0,8.0,0.025,1e-05,0.0250000006273044,3.5267971253263355e-05,0.0250000009267979,2.839763497083779e-05,0.0250000023819711,5.4955634199127376e-05,0.0250000023731664,3.2065773356701044e-05,0.0250000215140782,0.0002181038175546,11689100,984934,18969,984934,17825,0.0842608926264639,0.0016227938849013,0.0842608926264639,0.001524924930063
03-12-2021,125.53,134.24,-12.0,-8.0,60.0,-12.0,-24.0,8.0,0.025,1e-05,0.0250000006690391,3.774911538701277e-05,0.0250000008702264,2.725448006149652e-05,0.0250000022359693,5.199024750926802e-05,0.0250000022323362,3.07702372720891e-05,0.0250000212688072,0.0002166394582912,11689100,986740,18992,986740,18036,0.0844153955394341,0.0016247615299723,0.0844153955394341,0.0015429759348452
03-13-2021,152.0,197.57,-4.0,-1.0,82.0,-4.0,-7.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000008322966,2.650411149208354e-05,0.0250000023628498,5.392075275347646e-05,0.0250000021411142,2.996198406067196e-05,0.0250000212179443,0.0002166763795836,11689100,988298,19016,988298,18036,0.0845486821055513,0.0016268147248291,0.0845486821055513,0.0015429759348452
03-14-2021,112.62,121.96,-3.0,-3.0,79.0,-10.0,-10.0,2.0,0.025,1e-05,0.0250000002897794,2.05459584313131e-05,0.0250000008145744,2.617496779526409e-05,0.0250000024319527,5.531425100322807e-05,0.0250000020352423,2.8996040110547267e-05,0.0250000185586122,0.0001905587553835,11689100,989191,19031,989191,18036,0.0846250780641794,0.0016280979716145,0.0846250780641794,0.0015429759348452
03-15-2021,118.03,120.92,-11.0,-8.0,-9.0,-16.0,-26.0,8.0,0.025,1e-05,0.0250000003418855,2.317135799050289e-05,0.0250000007876748,2.568773511057462e-05,0.0250000024014681,5.511915749068717e-05,0.0250000019195768,2.793761873184721e-05,0.0250000087029381,9.25521183685347e-05,11689100,990340,19049,990340,18036,0.0847233747679462,0.0016296378677571,0.0847233747679462,0.0015429759348452
03-16-2021,125.55,134.25,-6.0,-1.0,40.0,-11.0,-25.0,7.0,0.025,1e-05,0.0250000003728345,2.5075030486866144e-05,0.0250000007460142,2.488395294412203e-05,0.0250000023679391,5.531707651311013e-05,0.0250000018614603,2.7447876422134356e-05,0.0250000041920736,4.772068844421177e-05,11689100,992223,19063,992223,18114,0.0848844650144151,0.0016308355647569,0.0848844650144151,0.0015496488181297
03-17-2021,135.36,156.01,7.0,3.0,71.0,-10.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000006964898,2.3934480411453547e-05,0.0250000034165969,7.889848674677348e-05,0.0250000017754627,2.66759297557129e-05,0.0250000043645684,4.953892553757157e-05,11689100,993681,19079,993681,18114,0.0850091966019625,0.001632204361328,0.0850091966019625,0.0015496488181297
03-18-2021,129.16,133.34,-8.0,-7.0,-17.0,-17.0,-26.0,9.0,0.025,1e-05,0.0250000002466828,2.002438929683262e-05,0.0250000006373333,2.2774851094118995e-05,0.0250000036109892,8.407240293122054e-05,0.0250000016399918,2.5407757803957053e-05,0.0250000043512459,4.9564073608831367e-05,11689100,995785,19096,995785,18114,0.0851891933510706,0.0016336587076849,0.0851891933510706,0.0015496488181297
03-19-2021,158.28,181.34,-6.0,-6.0,34.0,-8.0,-24.0,7.0,0.025,1e-05,0.0250000002658688,2.116391343493671e-05,0.0250000005909159,2.188091939434812e-05,0.0249999967422758,7.462295162942404e-05,0.0250000015216312,2.430648864289327e-05,0.0250000042746045,4.900609276750688e-05,11689100,997336,19118,997336,18347,0.0853218810686879,0.0016355408029702,0.0853218810686879,0.0015695819181972
03-20-2021,162.87,210.82,0.0,1.0,116.0,-1.0,-8.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000005579344,2.1231999275783617e-05,0.0250000017176687,4.289523197044856e-05,0.0250000014158044,2.3318923868666115e-05,0.0250000042704719,4.892141155460849e-05,11689100,998819,19134,998819,18347,0.0854487514008777,0.0016369095995414,0.0854487514008777,0.0015695819181972
03-21-2021,124.29,142.25,5.0,1.0,181.0,-2.0,-9.0,0.0,0.025,1e-05,0.025,1e-05,0.0250000005422676,2.096208555245717e-05,0.0250000020062241,4.891690355503813e-05,0.0250000013373884,2.260505104466139e-05,0.0250000040936231,4.7189263256744114e-05,11689100,999750,19150,999750,18347,0.0855283982513623,0.0016382783961126,0.0855283982513623,0.0015695819181972
03-22-2021,129.53,143.38,-1.0,-2.0,93.0,-9.0,-25.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000004984055,2.007019542319972e-05,0.0250000022386598,5.4145063520698674e-05,0.0250000012342252,2.164106522750206e-05,0.0250000039566169,4.591808019905579e-05,11689100,1001194,19164,1001194,18347,0.0856519321419099,0.0016394760931123,0.0856519321419099,0.0015695819181972
03-23-2021,132.86,145.36,-2.0,-1.0,89.0,-9.0,-25.0,6.0,0.025,1e-05,0.0250000002866011,2.125274781361201e-05,0.025,1e-05,0.0250000024243668,5.863061892082542e-05,0.0250000011548149,2.091522885378873e-05,0.0250000038974304,4.548175975613498e-05,11689100,1002822,19176,1002822,18388,0.0857912071930259,0.0016405026905407,0.0857912071930259,0.0015730894594109
03-24-2021,136.21,151.99,1.0,1.0,96.0,-8.0,-26.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000017417526,4.402418364355253e-05,0.0250000010906276,2.0338946099751437e-05,0.0250000038007382,4.465237906425609e-05,11689100,1004670,19188,1004670,18388,0.0859493031969955,0.0016415292879691,0.0859493031969955,0.0015730894594109
03-25-2021,135.65,148.62,-5.0,-1.0,39.0,-11.0,-26.0,7.0,0.025,1e-05,0.0250000002470427,2.030144117575851e-05,0.025,1e-05,0.0250000018906082,4.778790144268347e-05,0.0250000010082162,1.958146416273969e-05,0.0250000037194032,4.402173405820963e-05,11689100,1006171,19208,1006171,18388,0.0860777134253278,0.001643240283683,0.0860777134253278,0.0015730894594109
03-26-2021,160.33,178.84,-9.0,-8.0,40.0,-8.0,-26.0,8.0,0.025,1e-05,0.0250000002584478,2.1142006305750988e-05,0.025,1e-05,0.0250000020058951,5.093482026848063e-05,0.0250000009732731,1.929301178610784e-05,0.0250000034790124,4.1845429817002e-05,11689100,1008913,19222,1008913,18530,0.0863122909377112,0.0016444379806828,0.0863122909377112,0.0015852375289799
03-27-2021,166.86,219.74,-2.0,1.0,172.0,5.0,-8.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000011487029,3.187581348176665e-05,0.0250000009161808,1.8777474695436232e-05,0.0250000033495002,4.062625528864774e-05,11689100,1010603,19236,1010603,18530,0.0864568700755404,0.0016456356776826,0.0864568700755404,0.0015852375289799
03-28-2021,113.35,121.93,-6.0,-6.0,10.0,-10.0,-12.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000013396068,3.608176908278083e-05,0.0250000008414813,1.808440830697567e-05,0.0250000031882425,3.914341664156788e-05,11689100,1011622,19248,1011622,18530,0.0865440453071665,0.001646662275111,0.0865440453071665,0.0015852375289799
03-29-2021,132.06,143.62,-2.0,-2.0,57.0,-8.0,-28.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000014918083,3.972377538363873e-05,0.0250000007809157,1.7530993940401087e-05,0.0250000030958524,3.838844095119673e-05,11689100,1013119,19260,1013119,18530,0.086672113336356,0.0016476888725393,0.086672113336356,0.0015852375289799
03-30-2021,140.67,156.09,0.0,2.0,125.0,-5.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000016113995,4.282434116422869e-05,0.0250000007340674,1.7113389510028334e-05,0.0250000030044683,3.767669473936272e-05,11689100,1015577,19272,1015577,18611,0.0868823947096012,0.0016487154699677,0.0868823947096012,0.0015921670616215
03-31-2021,138.13,147.64,0.0,2.0,26.0,-9.0,-29.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000013828914,3.78252264057377e-05,0.0250000006866407,1.668700099030759e-05,0.0250000029107666,3.686851632687934e-05,11689100,1017566,19290,1017566,18611,0.0870525532333541,0.0016502553661103,0.0870525532333541,0.0015921670616215
04-01-2021,143.01,150.85,-2.0,3.0,0.0,-8.0,-30.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015250212,4.112664996528853e-05,0.0250000006323257,1.6182636970351056e-05,0.0250000028424355,3.635306654701112e-05,11689100,1020041,19304,1020041,18611,0.0872642889529561,0.00165145306311,0.0872642889529561,0.0015921670616215
04-02-2021,161.41,183.93,-2.0,5.0,49.0,-6.0,-40.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000016383214,4.390064654898736e-05,0.0250000005769649,1.5664526711024555e-05,0.0250000035283475,4.343220121875042e-05,11689100,1021718,19326,1021718,18646,0.0874077559435713,0.0016533351583954,0.0874077559435713,0.0015951613041209
04-03-2021,148.93,177.48,-3.0,16.0,112.0,-1.0,-15.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000544878,2.0053564802607884e-05,0.0250000005200027,1.5117682659464628e-05,0.0250000036258312,4.45839362409412e-05,11689100,1024011,19335,1024011,18646,0.0876039216021764,0.0016541051064667,0.0876039216021764,0.0015951613041209
04-04-2021,98.19,103.59,-34.0,-14.0,149.0,-5.0,-23.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000006437348,2.246474665782012e-05,0.025000000471954,1.466380435182184e-05,0.0250000037112061,4.561973129654788e-05,11689100,1024011,19355,1024011,18646,0.0876039216021764,0.0016558161021806,0.0876039216021764,0.0015951613041209
04-05-2021,137.2,150.84,0.0,-1.0,83.0,-5.0,-31.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000007207947,2.4539416996847707e-05,0.025000000433483,1.4295791695264716e-05,0.0250000020535296,2.915816691110294e-05,11689100,1026929,19368,1026929,18646,0.0878535558768425,0.0016569282493947,0.0878535558768425,0.0015951613041209
04-06-2021,143.03,160.74,1.0,3.0,142.0,-4.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000007793708,2.628456950023837e-05,0.0250000004093075,1.4070390021354452e-05,0.0250000021219247,3.003063183702657e-05,11689100,1028800,19395,1028800,18744,0.088013619525883,0.0016592380936085,0.088013619525883,0.0016035451831193
04-07-2021,146.1,166.55,6.0,4.0,133.0,-3.0,-27.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000007109093,2.4572622529773297e-05,0.0250000003723807,1.3698178839930636e-05,0.0250000022214105,3.110479758950746e-05,11689100,1030864,19419,1030864,18744,0.0881901942835633,0.0016612912884653,0.0881901942835633,0.0016035451831193
04-08-2021,142.16,158.25,-1.0,1.0,59.0,-6.0,-26.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000008303221,2.716505311903627e-05,0.0250000003487909,1.3449707517822423e-05,0.025000002307626,3.2069460703831334e-05,11689100,1033606,19442,1033606,18744,0.0884247717959466,0.0016632589335363,0.0884247717959466,0.0016035451831193
04-09-2021,168.88,198.99,-5.0,-4.0,116.0,-3.0,-24.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000009263661,2.9361090543704884e-05,0.0250000003303897,1.3246291458224844e-05,0.0250000017581651,2.6665440785764933e-05,11689100,1035552,19462,1035552,18819,0.0885912516789145,0.0016649699292503,0.0885912516789145,0.0016099614170466
04-10-2021,164.94,208.16,-3.0,-2.0,139.0,2.0,-10.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003021222,1.2940411905699853e-05,0.0250000018520938,2.7649578224220236e-05,11689100,1037600,19471,1037600,18819,0.0887664576400236,0.0016657398773216,0.0887664576400236,0.0016099614170466
04-11-2021,120.41,130.75,-1.0,-3.0,65.0,-5.0,-12.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002860152,1.2766647017006678e-05,0.0250000019364404,2.8558000788467944e-05,11689100,1039455,19492,1039455,18819,0.088925152492493,0.0016675364228212,0.088925152492493,0.0016099614170466
04-12-2021,131.19,140.09,-4.0,-2.0,38.0,-8.0,-24.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000562905,2.0959850906026965e-05,0.0250000002637148,1.2526592036929462e-05,0.0250000012366367,2.160063164680676e-05,11689100,1041389,19502,1041389,18827,0.0890906057780325,0.0016683919206782,0.0890906057780325,0.0016106458153322
04-13-2021,139.14,152.66,0.0,2.0,116.0,-6.0,-24.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000006532332,2.3088364434158347e-05,0.0250000002354603,1.223559728132991e-05,0.0250000013059942,2.2384379625752364e-05,11689100,1043729,19513,1043729,18917,0.0892907922765653,0.0016693329683209,0.0892907922765653,0.001618345296045
04-14-2021,140.05,152.64,1.0,1.0,92.0,-6.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002389179,1.2269832639835308e-05,0.0250000014027738,2.335265433433921e-05,11689100,1045945,19533,1045945,18917,0.0894803706016716,0.0016710439640348,0.0894803706016716,0.001618345296045
04-15-2021,142.17,150.25,-4.0,-1.0,40.0,-9.0,-24.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002325013,1.2201115496010703e-05,0.025000001488469,2.423752230603182e-05,11689100,1048109,19549,1048109,18917,0.0896655003379216,0.001672412760606,0.0896655003379216,0.001618345296045
04-16-2021,165.88,190.23,-8.0,-5.0,75.0,-5.0,-23.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000006367372,2.234468655852597e-05,0.0250000002394692,1.2269750503342194e-05,0.025000001278529,2.2171355126862065e-05,11689100,1050112,19560,1050112,18991,0.0898368565586743,0.0016733538082487,0.0898368565586743,0.0016246759801866
04-17-2021,169.68,220.63,-4.0,-1.0,133.0,-1.0,-10.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000006165231,2.164491499450024e-05,0.0250000002376374,1.225614407239409e-05,0.0250000013734016,2.3101877692374947e-05,11689100,1052099,19577,1052099,18991,0.0900068439828558,0.0016748081546055,0.0900068439828558,0.0016246759801866
04-18-2021,127.13,140.5,1.0,1.0,154.0,-1.0,-11.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000751786,2.463227861701015e-05,0.0250000002316501,1.2200872531748764e-05,0.0250000014562756,2.3940192957566976e-05,11689100,1053175,19601,1053175,18991,0.0900988955522666,0.0016768613494623,0.0900988955522666,0.0016246759801866
04-19-2021,132.97,141.08,-3.0,0.0,85.0,-6.0,-24.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000008598748,2.721599776151929e-05,0.0250000002112805,1.1990912928800804e-05,0.0250000006878383,1.622346857006393e-05,11689100,1054807,19628,1054807,18991,0.0902385128025254,0.0016791711936761,0.0902385128025254,0.0016246759801866
04-20-2021,135.9,142.96,-4.0,2.0,62.0,-7.0,-24.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000009449699,2.941819143377449e-05,0.0250000002165878,1.2028839051064434e-05,0.0250000007557406,1.6953210005588418e-05,11689100,1056606,19647,1056606,19033,0.0903924168669957,0.0016807966396044,0.0903924168669957,0.0016282690711859
04-21-2021,127.98,132.85,-9.0,-5.0,2.0,-13.0,-26.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005293596,2.037253194089993e-05,0.0250000002231358,1.2078921499027212e-05,0.0250000008325862,1.7744728457103325e-05,11689100,1058395,19668,1058395,19033,0.090545465433609,0.001682593185104,0.090545465433609,0.0016282690711859
04-22-2021,140.55,148.06,-6.0,1.0,40.0,-9.0,-24.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000006171149,2.2525982562311067e-05,0.0250000002374031,1.220626899883819e-05,0.0250000008999139,1.846635652869828e-05,11689100,1060119,19693,1060119,19033,0.090692953264152,0.0016847319297465,0.090692953264152,0.0016282690711859
04-23-2021,168.9,194.28,-8.0,-5.0,105.0,-4.0,-23.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000685588,2.435218543113326e-05,0.0250000002611624,1.2424114413703526e-05,0.0250000008115254,1.7638300986057827e-05,11689100,1061907,19716,1061907,19122,0.0908459162809797,0.0016866995748175,0.0908459162809797,0.001635883002113
04-24-2021,165.22,203.65,-5.0,-2.0,118.0,-3.0,-10.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002861506,1.2652641828513927e-05,0.0250000008964667,1.8471019819759782e-05,11689100,1063433,19741,1063433,19122,0.0909764652539545,0.00168883831946,0.0909764652539545,0.001635883002113
04-25-2021,125.75,137.36,-1.0,-1.0,137.0,-2.0,-11.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005508741,2.1044485269799608e-05,0.0250000002850694,1.2613741355341824e-05,0.0250000009728869,1.924401691066584e-05,11689100,1064306,19754,1064306,19122,0.0910511502168687,0.001689950466674,0.0910511502168687,0.001635883002113
04-26-2021,135.08,145.18,-2.0,0.0,103.0,-4.0,-23.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000006485714,2.3300821602278884e-05,0.0250000003012663,1.2762625764407626e-05,0.0250000005307117,1.4811506651583805e-05,11689100,1065702,19775,1065702,19122,0.0911705777177028,0.0016917470121737,0.0911705777177028,0.001635883002113
04-27-2021,144.81,160.45,0.0,3.0,173.0,-2.0,-23.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000006826074,2.4255793648817144e-05,0.0250000003195458,1.293119296700476e-05,0.0250000005913039,1.5470391897865863e-05,11689100,1067262,19789,1067262,19188,0.0913040353833913,0.0016929447091735,0.0913040353833913,0.0016415292879691
