date,Alabama-apple-driving,Alabama-apple-walking,Alabama-google-retail_and_recreation,Alabama-google-grocery_and_pharmacy,Alabama-google-parks,Alabama-google-transit_stations,Alabama-google-workplaces,Alabama-google-residential,Alabama-jh_beta_7,Alabama-jh_gamma_7,Alabama-cdc_beta_7,Alabama-cdc_gamma_7,Alabama-jh_beta_14,Alabama-jh_gamma_14,Alabama-cdc_beta_14,Alabama-cdc_gamma_14,Alabama-jh_beta_30,Alabama-jh_gamma_30,Alabama-cdc_beta_30,Alabama-cdc_gamma_30,Alabama-census_pop,Alabama-jh_confirmed,Alabama-jh_death,Alabama-cdc_confirmed,Alabama-cdc_death,Alabama-jh_confirmed_ratio,Alabama-jh_death_ratio,Alabama-cdc_confirmed_ratio,Alabama-cdc_death_ratio
03-08-2021,132.91,141.09,-6.0,0.0,13.0,-6.0,-20.0,5.0,0.0250000005751244,3.2760808226282746e-05,0.025,1e-05,0.0250000058869211,0.0001297842139234,0.0250000021682598,5.445966387146398e-05,0.0250000100050618,0.00010494155761,0.0250000038999519,4.750604795105868e-05,4903185,500092,10148,517075,10682,0.1019932961942084,0.0020696751193356,0.1054569631780159,0.0021785839204517
03-09-2021,137.8,146.25,-6.0,0.0,11.0,-7.0,-20.0,5.0,0.0250000006142033,3.552417100832669e-05,0.025,1e-05,0.0249999816696153,8.528519212808718e-05,0.0250000021001998,5.310541653998016e-05,0.0250000097267891,0.0001027073705838,0.0250000037242799,4.587071327567498e-05,4903185,500616,10186,517588,10698,0.1021001655046668,0.0020774251838345,0.1055615890487509,0.0021818471055038
03-10-2021,138.98,147.46,-1.0,3.0,15.0,-3.0,-20.0,5.0,0.0250000004762472,2.9773995590457773e-05,0.025,1e-05,0.0250000056226621,0.0001267121624454,0.025000002015038,5.131477076958141e-05,0.0250000099403389,0.0001054106503415,0.0250000035966339,4.471899044360801e-05,4903185,501398,10222,518081,10715,0.1022596536740914,0.0020847673502019,0.1056621359381708,0.0021853142396217
03-11-2021,148.93,153.07,-7.0,1.0,11.0,-4.0,-19.0,5.0,0.0250000004340036,2.775817591694228e-05,0.025,1e-05,0.0250000048157127,0.000109256896989,0.0250000019169016,4.916429793344308e-05,0.0250000101103445,0.0001075951005981,0.0250000034520963,4.339277549755041e-05,4903185,502263,10274,518566,10725,0.1024360696159741,0.0020953727016214,0.1057610512350645,0.0021873537302794
03-12-2021,148.93,153.07,-6.0,-2.0,21.0,-2.0,-20.0,5.0,0.0250000003310558,2.2503865715627116e-05,0.025,1e-05,0.0250000040295137,9.154659624014534e-05,0.0250000018141929,4.699451770741776e-05,0.0250000099192967,0.0001059811092966,0.0250000032254978,4.1211117457997134e-05,4903185,502711,10299,519069,10735,0.1025274387974347,0.0021004714282655,0.1058636376151419,0.002189393220937
03-13-2021,189.99,211.05,0.0,5.0,53.0,12.0,-7.0,0.0,0.0250000003493333,2.287168584584445e-05,0.025,1e-05,0.0250000039249682,8.913478760944335e-05,0.0250000015916866,4.219232756884546e-05,0.0250000078225969,8.474146255227264e-05,0.0250000029808092,3.883729893185144e-05,4903185,503305,10327,519366,10752,0.1026485845424963,0.0021061820021067,0.1059242104876728,0.0021928603550549
03-14-2021,138.23,135.42,3.0,6.0,42.0,14.0,-12.0,1.0,0.0250000003671927,2.3479117484350377e-05,0.025,1e-05,0.0250000034843535,7.924143641640843e-05,0.025000001524581,4.079418201528282e-05,0.0250000070456807,7.702911396142408e-05,0.0250000028305862,3.7420552862017056e-05,4903185,503673,10327,519661,10771,0.1027236377986961,0.0021061820021067,0.1059843754620721,0.0021967353873043
03-15-2021,140.84,145.03,-2.0,2.0,-1.0,0.0,-21.0,5.0,0.0250000004437093,2.737741288434426e-05,0.025,1e-05,0.0250000038458931,8.78922323723248e-05,0.0250000015591765,4.1582048081020735e-05,0.0250000060610815,6.720676447831662e-05,0.0250000027039725,3.622576113838542e-05,4903185,508229,10329,520244,10781,0.1036528297423001,0.0021065899002383,0.1061032777674103,0.0021987748779619
03-16-2021,139.05,144.76,-2.0,3.0,-9.0,-4.0,-20.0,6.0,0.0250000004892845,3.0199245743731357e-05,0.025,1e-05,0.0250000040968534,9.44230072417389e-05,0.0250000015187665,4.079232022204788e-05,0.0250000057763083,6.462948485231903e-05,0.0250000026246146,3.551660108418067e-05,4903185,508717,10337,520721,10793,0.1037523568863911,0.0021082214927643,0.106200561471778,0.0022012222667511
03-17-2021,117.55,124.95,-8.0,-1.0,-26.0,-10.0,-30.0,11.0,0.0250000003902258,2.6494532789525667e-05,0.025,1e-05,0.0250000034750003,8.146805367366753e-05,0.0250000007956741,2.6207079068401032e-05,0.0250000059366664,6.665357649762531e-05,0.0250000025007333,3.43379315092603e-05,4903185,509476,10363,521128,10811,0.1039071542273032,0.0021135241684741,0.1062835687415424,0.0022048933499347
03-18-2021,166.31,166.86,5.0,6.0,-1.0,2.0,-21.0,5.0,0.0250000003147917,2.3296391979885245e-05,0.025,1e-05,0.0250000031969353,7.585320350050813e-05,0.0250000008294001,2.6991449341817328e-05,0.0250000060868234,6.852771951934802e-05,0.0250000023969152,3.3352225699682185e-05,4903185,510048,10391,521602,10816,0.1040238130929181,0.0021192347423154,0.1063802405987128,0.0022059130952635
03-19-2021,197.56,198.08,0.0,0.0,1.0,2.0,-20.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000025445814,6.149747391385331e-05,0.025000000778001,2.5948660151065123e-05,0.0250000061526388,6.949717884457813e-05,0.0250000022806625,3.2243546848257706e-05,4903185,510579,10425,521996,10822,0.1041321100468369,0.0021261690105513,0.1064605965306224,0.0022071367896581
03-20-2021,203.7,211.89,4.0,5.0,39.0,18.0,-7.0,-1.0,0.025,1e-05,0.025,1e-05,0.0250000024665351,5.967001550831667e-05,0.025000000715636,2.470757758757485e-05,0.025000005668172,6.47271284501335e-05,0.0250000021413176,3.090557211357158e-05,4903185,511087,10436,522337,10833,0.1042357161722431,0.0021284124502746,0.1065301431620467,0.0022093802293815
03-21-2021,136.42,132.2,5.0,5.0,30.0,15.0,-12.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000023693376,5.76566620452184e-05,0.0250000006601524,2.3596645410890265e-05,0.0250000052466127,6.061879322797735e-05,0.0250000020226592,2.977099364216127e-05,4903185,511460,10436,522614,10847,0.1043117891737717,0.0021284124502746,0.1065866370532623,0.0022122355163021
03-22-2021,146.59,156.25,4.0,4.0,29.0,2.0,-23.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000026181221,6.379611025354895e-05,0.0250000006318464,2.304308130065325e-05,0.0250000042937503,5.1042327048655387e-05,0.0250000018634809,2.819835324393064e-05,4903185,511779,10436,523165,10855,0.1043768489257492,0.0021284124502746,0.1066990129884962,0.0022138671088282
03-23-2021,139.73,144.71,-3.0,-1.0,-13.0,-4.0,-23.0,6.0,0.0250000002482228,2.018314119198761e-05,0.025,1e-05,0.0250000028011572,6.869248104444825e-05,0.0250000005971844,2.2367062240795327e-05,0.0250000042920515,5.1302110801759895e-05,0.025000001722751,2.68152372933876e-05,4903185,511789,10450,523617,10864,0.1043788884164068,0.0021312677371953,0.1067911979662199,0.00221570265042
03-24-2021,148.35,161.66,6.0,6.0,12.0,3.0,-23.0,4.0,0.0250000002528511,2.0739506651976127e-05,0.025,1e-05,0.0250000024310608,6.099113439374517e-05,0.0250000005515408,2.144113411554191e-05,0.0250000043934587,5.261471176996872e-05,0.0250000015657188,2.5259648899043812e-05,4903185,512711,10487,524036,10871,0.1045669294550379,0.0021388138526284,0.1068766526247734,0.0022171302938804
03-25-2021,132.15,130.73,-19.0,-10.0,-25.0,-9.0,-30.0,12.0,0.025,1e-05,0.025,1e-05,0.025000002157736,5.47989620864225e-05,0.0250000004925247,2.0229139000733672e-05,0.0250000045240728,5.415039439996093e-05,0.0250000014926876,2.4584739854347736e-05,4903185,513138,10504,524356,10890,0.1046540157061175,0.0021422809867463,0.1069419163258167,0.0022210053261298
03-26-2021,199.48,206.8,-1.0,0.0,15.0,4.0,-24.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000016512162,4.32942025058657e-05,0.0250000005017186,2.04330280736953e-05,0.0250000041482021,5.0448399609224565e-05,0.0250000014188634,2.387359410291331e-05,4903185,513580,10523,524721,10899,0.1047441611931836,0.0021461560189958,0.1070163577348193,0.0022228408677216
03-27-2021,197.64,204.56,-2.0,2.0,29.0,12.0,-8.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000015440632,4.0685786495476006e-05,0.0250000005073648,2.0569983667841848e-05,0.0250000036605787,4.555445301040811e-05,0.0250000013352622,2.3061092727722875e-05,4903185,514072,10526,525013,10908,0.1048445041335376,0.002146767866193,0.1070759108620213,0.0022246764093135
03-28-2021,133.45,129.06,-3.0,0.0,-2.0,9.0,-14.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000013516883,3.649199653372357e-05,0.0250000004564862,1.943541639650764e-05,0.0250000031450753,4.037602740066952e-05,0.0250000012577492,2.230874479063611e-05,4903185,514391,10526,525295,10918,0.1049095638855152,0.002146767866193,0.1071334244985657,0.0022267158999711
03-29-2021,148.35,160.38,3.0,4.0,28.0,4.0,-22.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000015236894,4.079489852312573e-05,0.0250000003894695,1.792943600386517e-05,0.0250000029721627,3.875757265170695e-05,0.0250000011315429,2.1044577920379443e-05,4903185,514619,10526,525760,10927,0.1049560642725085,0.002146767866193,0.1072282608141442,0.0022285514415629
03-30-2021,148.23,166.63,2.0,3.0,20.0,1.0,-21.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000016323722,4.39301728164149e-05,0.0250000003893069,1.7941455278983448e-05,0.0250000026214037,3.531832783141995e-05,0.0250000010734656,2.0488023576589805e-05,4903185,514980,10527,526182,10938,0.105029689885248,0.0021469718152588,0.1073143273198951,0.0022307948812863
03-31-2021,140.44,148.96,-2.0,-3.0,-16.0,-2.0,-24.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000016206743,4.440531098447832e-05,0.0250000003752244,1.7625198287262455e-05,0.0250000027082963,3.641536528651414e-05,0.025000001056191,2.035206808214977e-05,4903185,515388,10554,526533,10942,0.1051129011040782,0.0021524784400343,0.107385913441977,0.0022316106775493
04-01-2021,176.15,183.07,7.0,14.0,8.0,10.0,-22.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000013969129,3.9582479094794105e-05,0.0250000003054543,1.611906570935174e-05,0.025000002783643,3.733780173213204e-05,0.0250000010049445,1.9875078027593943e-05,4903185,515866,10553,526929,10953,0.1052103887575117,0.0021522744909686,0.107466677272018,0.0022338541172727
04-02-2021,208.41,210.31,4.0,10.0,16.0,10.0,-32.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000011068717,3.3417440284311385e-05,0.0250000003381634,1.6902271156300638e-05,0.0250000024310767,3.3845771974406775e-05,0.0250000009757172,1.9618281706379897e-05,4903185,516266,10607,527300,10960,0.1052919683838158,0.0021632877405196,0.1075423423754151,0.002235281760733
04-03-2021,190.78,195.57,3.0,18.0,36.0,12.0,-12.0,0.0,0.025,1e-05,0.025,1e-05,0.0250000008607282,2.723416037077537e-05,0.0250000003592884,1.7447133199453634e-05,0.0250000022517968,3.205641665318261e-05,0.0250000009714599,1.9623420692346653e-05,4903185,516615,10637,527558,10972,0.1053631466077661,0.0021694062124924,0.1075949612343813,0.0022377291495221
04-04-2021,117.87,113.1,-23.0,-6.0,36.0,9.0,-22.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000009972302,2.945048729629194e-05,0.0250000003464787,1.7183237910331875e-05,0.0250000019058371,2.846792903506033e-05,0.0250000009072178,1.899154015448868e-05,4903185,516809,10637,527804,10981,0.1054027127265236,0.0021694062124924,0.1076451327045583,0.002239564691114
04-05-2021,161.49,170.27,7.0,9.0,35.0,10.0,-21.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000012431373,3.463467948084071e-05,0.0250000003100113,1.6382679998672422e-05,0.0250000018115765,2.7520327496233624e-05,0.025000000842204,1.834824693229771e-05,4903185,516918,10638,528375,10988,0.1054249431746915,0.0021696101615582,0.1077615876211075,0.0022409923345743
04-06-2021,158.0,170.53,7.0,8.0,32.0,6.0,-19.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000014454449,3.919461625822281e-05,0.0250000003154403,1.6548490100793423e-05,0.0250000017157774,2.658080200726942e-05,0.02500000078254,1.7761146740794505e-05,4903185,517114,10652,528848,10996,0.1054649171915805,0.0021724654484788,0.1078580555292121,0.0022426239271004
04-07-2021,158.6,175.86,13.0,11.0,29.0,9.0,-21.0,3.0,0.0250000002876713,2.184063076267061e-05,0.025,1e-05,0.0250000014412888,3.908073276045358e-05,0.0250000003118054,1.6510163550208596e-05,0.0250000018183953,2.7691315189894688e-05,0.0250000007421808,1.7374142405271284e-05,4903185,517452,10652,529304,11008,0.1055338519758075,0.0021724654484788,0.1079510563031988,0.0022450713158895
04-08-2021,164.27,178.44,4.0,8.0,19.0,8.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.025000001055763,3.065481312836103e-05,0.0250000003284203,1.6881465861875934e-05,0.0250000019041958,2.8649607696095383e-05,0.0250000007028779,1.698881864912352e-05,4903185,517916,10675,529725,11011,0.1056284843423203,0.0021771562769913,0.1080369188598839,0.0022456831630868
04-09-2021,194.14,210.41,-2.0,0.0,6.0,6.0,-21.0,6.0,0.0250000002630052,2.129471862335268e-05,0.025,1e-05,0.0250000010003911,2.9398027769873605e-05,0.025,1e-05,0.0250000017274302,2.6850184402236636e-05,0.025000000652226,1.6495599143679345e-05,4903185,518234,10686,530165,11023,0.1056933401452321,0.0021793997167147,0.1081266564488184,0.0022481305518759
04-10-2021,181.63,212.14,-2.0,1.0,5.0,9.0,-12.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000009083812,2.7407644862236184e-05,0.025,1e-05,0.0250000015617699,2.516425869556416e-05,0.0250000005969469,1.594282029844614e-05,4903185,518588,10712,530490,11027,0.1057655381145112,0.0021847023924245,0.1081929398951905,0.002248946348139
04-11-2021,143.42,143.14,6.0,7.0,49.0,22.0,-12.0,0.0,0.025,1e-05,0.025,1e-05,0.0250000005740646,2.125308086980424e-05,0.025,1e-05,0.0250000012930212,2.237111642854244e-05,0.0250000005854835,1.5855815834195762e-05,4903185,518899,10712,530791,11034,0.1058289662739627,0.0021847023924245,0.1082543285639844,0.0022503739915993
04-12-2021,149.92,159.35,4.0,7.0,32.0,5.0,-19.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000006699161,2.354128005562633e-05,0.025,1e-05,0.0250000012063107,2.1494406331213804e-05,0.0250000005726616,1.5754505124281695e-05,4903185,519071,10712,531386,11040,0.1058640455132735,0.0021847023924245,0.1083756782581118,0.0022515976859939
04-13-2021,147.7,159.66,3.0,5.0,24.0,3.0,-18.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000007454329,2.550596119237423e-05,0.025,1e-05,0.0250000010885307,2.032395029527805e-05,0.0250000005113275,1.5146637303174093e-05,4903185,520503,10722,531882,11051,0.1061561005754423,0.0021867418830821,0.1084768369947289,0.0022538411257172
04-14-2021,143.62,154.45,3.0,4.0,-3.0,1.0,-20.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000008111023,2.721390682105191e-05,0.025,1e-05,0.0250000011665358,2.1186916741799555e-05,0.0250000004383561,1.4407034937542244e-05,4903185,520780,10728,532358,11057,0.1062125944666579,0.0021879655774766,0.1085739167500308,0.0022550648201118
04-15-2021,158.61,168.8,-1.0,5.0,11.0,3.0,-19.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000006667357,2.418081053081582e-05,0.025,1e-05,0.02500000120601,2.1694584438974778e-05,0.0250000004235995,1.4279683098989417e-05,4903185,521201,10736,532793,11058,0.106298457023343,0.0021895971700027,0.1086626345936365,0.0022552687691775
04-16-2021,187.47,206.1,-2.0,-1.0,15.0,3.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000007380556,2.595026978663004e-05,0.025,1e-05,0.0250000012203656,2.190697596083622e-05,0.0250000003905898,1.3974161670061763e-05,4903185,521623,10739,533222,11062,0.1063845235290938,0.0021902090172,0.1087501287428477,0.0022560845654406
04-17-2021,186.9,233.24,-1.0,2.0,36.0,6.0,-10.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000003723633,1.7873950529512396e-05,0.025,1e-05,0.0250000011031993,2.0762662272287763e-05,0.0250000003148285,1.3225625215215574e-05,4903185,522131,10790,533503,11070,0.1064881296545,0.0022006104195538,0.1088074384303264,0.0022577161579667
04-18-2021,137.18,136.78,2.0,7.0,37.0,16.0,-12.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000010023893,1.968641349397261e-05,0.0250000003268822,1.3390330712749031e-05,4903185,522401,10790,533831,11076,0.1065431959022553,0.0022006104195538,0.1088743337238958,0.0022589398523612
04-19-2021,145.85,155.07,2.0,7.0,29.0,5.0,-19.0,3.0,0.025,1e-05,0.025,1e-05,0.025000000361797,1.7145777643151854e-05,0.025,1e-05,0.0250000008511167,1.811461835542865e-05,0.0250000003314217,1.3475425641368824e-05,4903185,522512,10790,534394,11078,0.1065658342485547,0.0022006104195538,0.1089891570479188,0.0022593477504927
04-20-2021,147.76,161.28,1.0,6.0,27.0,2.0,-17.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000004353672,1.8820870393565944e-05,0.025,1e-05,0.0250000008498686,1.813318959533893e-05,0.0250000002988686,1.3179574736930144e-05,4903185,523955,10798,534861,11085,0.1068601327504469,0.0022022420120799,0.1090844012616289,0.0022607753939531
04-21-2021,146.25,157.15,3.0,6.0,8.0,4.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000004037729,1.815453378031885e-05,0.025,1e-05,0.0250000009223923,1.8925552104158743e-05,0.0250000002465256,1.2670977978506669e-05,4903185,524367,10807,535297,11091,0.1069441597655401,0.0022040775536717,0.1091733230543004,0.0022619990883476
04-22-2021,162.87,170.26,-1.0,6.0,21.0,7.0,-18.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000004786917,1.989138169063893e-05,0.025,1e-05,0.0250000009934959,1.970429879674785e-05,0.0250000002332861,1.256940263451369e-05,4903185,525049,10824,535694,11096,0.1070832530283886,0.0022075446877896,0.1092542908334072,0.0022630188336764
04-23-2021,190.9,204.82,-2.0,1.0,23.0,6.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000003859812,1.776180156067318e-05,0.025,1e-05,0.0250000009739001,1.9517065766630616e-05,0.0250000002124848,1.2387461181814504e-05,4903185,525477,10840,536099,11102,0.1071705432285341,0.0022108078728418,0.1093368902050402,0.002264242528071
04-24-2021,164.9,193.43,-9.0,-3.0,-3.0,0.0,-13.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000003945172,1.7859574249420987e-05,0.025,1e-05,0.0250000007960072,1.767208899923714e-05,0.0250000002048628,1.2339585171660682e-05,4903185,525898,10851,536380,11115,0.1072564057852192,0.0022130513125652,0.1093941998925188,0.0022668938659259
04-25-2021,143.61,141.31,2.0,6.0,48.0,20.0,-12.0,0.0,0.025,1e-05,0.025,1e-05,0.0250000002858376,1.5343666976715826e-05,0.025,1e-05,0.0250000007571645,1.7273237279255677e-05,0.0250000001217891,1.148237612470796e-05,4903185,526131,10851,536668,11122,0.1073039259175413,0.0022130513125652,0.1094529372234578,0.0022683215093862
04-26-2021,145.14,151.66,1.0,6.0,30.0,7.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000003601749,1.710555433513109e-05,0.025,1e-05,0.0250000006964378,1.6672407926295938e-05,0.0250000001057107,1.1323371503704224e-05,4903185,526348,10852,537182,11129,0.1073481828648113,0.0022132552616309,0.1095577670432586,0.0022697491528465
04-27-2021,145.69,155.99,1.0,5.0,25.0,4.0,-17.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000004204663,1.865227337168509e-05,0.025,1e-05,0.0250000007382314,1.7161466244293032e-05,0.0250000000899505,1.1164780621653984e-05,4903185,526707,10854,537637,11135,0.1074214005794192,0.0022136631597624,0.1096505638681795,0.0022709728472411
04-28-2021,151.72,160.81,4.0,6.0,19.0,7.0,-20.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000003906623,1.822595168027559e-05,0.025,1e-05,0.0250000007954643,1.7824943302200438e-05,0.025000000067009,1.093065200793116e-05,4903185,527083,10879,538122,11140,0.1074980854281451,0.0022187618864064,0.1097494791650733,0.0022719925925699
04-29-2021,164.09,170.38,0.0,6.0,15.0,9.0,-19.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000004206778,1.8917496724079212e-05,0.025,1e-05,0.0250000008640427,1.856496840198285e-05,0.025,1e-05,4903185,527513,10887,538529,11150,0.1075857835264221,0.0022203934789325,0.1098324864348377,0.0022740320832275
04-30-2021,199.8,220.13,1.0,5.0,24.0,8.0,-20.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000004319147,1.9191959716143348e-05,0.025,1e-05,0.0250000009234774,1.9211056275874554e-05,0.025,1e-05,4903185,527922,10896,538895,11155,0.107669198694318,0.0022222290205244,0.109907131792906,0.0022750518285563
05-01-2021,201.58,236.38,3.0,11.0,68.0,19.0,-9.0,-2.0,0.025,1e-05,0.025,1e-05,0.0250000004806447,2.0292076682812804e-05,0.025,1e-05,0.025000000804452,1.7992005762706528e-05,0.025,1e-05,4903185,528309,10913,539195,11161,0.1077481269827673,0.0022256961546423,0.1099683165126341,0.0022762755229508
05-02-2021,139.59,134.19,-1.0,8.0,19.0,20.0,-13.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000881101,1.87935704984514e-05,0.025,1e-05,4903185,528597,10913,539486,11167,0.1078068643137063,0.0022256961546423,0.1100276656907703,0.0022774992173454
05-03-2021,143.73,146.95,1.0,11.0,6.0,4.0,-19.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005761458,1.5630976551004498e-05,0.025,1e-05,4903185,528784,10913,539992,11173,0.1078450027890034,0.0022256961546423,0.1101308639180451,0.00227872291174
05-04-2021,128.87,132.54,-11.0,-2.0,-22.0,-4.0,-20.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000002942879,1.6133873937606256e-05,0.025,1e-05,0.0250000004283634,1.4126733654408314e-05,0.025,1e-05,4903185,528784,10913,540379,11184,0.1078450027890034,0.0022256961546423,0.1102097922064943,0.0022809663514633
05-05-2021,155.42,170.31,8.0,12.0,7.0,5.0,-21.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000002731245,1.584716793506583e-05,0.025,1e-05,0.0250000004789299,1.4710110951123084e-05,0.025,1e-05,4903185,529446,10930,540764,11192,0.1079800170705368,0.0022291632887602,0.110288312596812,0.0022825979439894
05-06-2021,168.66,181.8,2.0,11.0,25.0,9.0,-19.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000002622096,1.5637594930687623e-05,0.025,1e-05,0.0250000005291135,1.526561760245748e-05,0.025,1e-05,4903185,530011,10946,541115,11201,0.1080952482926913,0.0022324264738124,0.1103598987188939,0.0022844334855813
05-07-2021,201.32,213.8,1.0,8.0,33.0,7.0,-19.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004957154,1.4929662223865051e-05,0.025,1e-05,4903185,530325,10966,541435,11216,0.1081592882993401,0.0022365054551276,0.1104251624199372,0.0022874927215677
05-08-2021,193.84,213.85,4.0,18.0,59.0,15.0,-9.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005644579,1.5634885505811275e-05,0.025,1e-05,4903185,530744,10978,541688,11222,0.1082447429578937,0.0022389528439167,0.1104767615335746,0.0022887164159622
05-09-2021,129.76,119.17,3.0,16.0,32.0,19.0,-15.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004780196,1.4715196431475415e-05,0.025,1e-05,4903185,530988,10978,541917,11233,0.1082945065299392,0.0022389528439167,0.1105234658696337,0.0022909598556856
05-10-2021,145.87,148.17,-2.0,10.0,4.0,7.0,-20.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004663451,1.4598558080446362e-05,0.025,1e-05,4903185,531094,10978,542336,11238,0.1083161251309098,0.0022389528439167,0.1106089205281872,0.0022919796010144
05-11-2021,143.94,154.44,-4.0,11.0,4.0,6.0,-19.0,5.0,0.025,1e-05,0.025,1e-05,0.025000000296454,1.609227790966783e-05,0.025,1e-05,0.0250000003463913,1.3371262785260769e-05,0.025,1e-05,4903185,531404,10985,542659,11250,0.1083793493412955,0.002240380487377,0.1106747960764278,0.0022944269898035
05-12-2021,148.83,157.16,1.0,10.0,5.0,7.0,-20.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000003371969,1.7109082838169177e-05,0.025,1e-05,0.025000000401455,1.3974805503225348e-05,0.025,1e-05,4903185,531751,10997,543047,11255,0.1084501196671143,0.0022428278761662,0.1107539283139428,0.0022954467351323
05-13-2021,162.94,173.18,-1.0,9.0,22.0,8.0,-19.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004592421,1.459678816234876e-05,0.025,1e-05,4903185,532895,11001,543359,11259,0.1086834373983441,0.0022436436724292,0.11081756042246,0.0022962625313954
05-14-2021,191.12,209.41,-2.0,4.0,29.0,5.0,-20.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004422601,1.4451438681444114e-05,0.025,1e-05,4903185,537813,11024,543653,11267,0.1096864589037533,0.0022483345009417,0.1108775214477936,0.0022978941239214
05-15-2021,192.96,211.93,-2.0,8.0,69.0,18.0,-10.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004658582,1.4689533577073095e-05,0.025,1e-05,4903185,539829,11038,543872,11273,0.1100976202203261,0.0022511897878623,0.1109221862931951,0.002299117818316
05-16-2021,143.39,139.61,0.0,10.0,47.0,24.0,-9.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004786571,1.4804140725800166e-05,0.025,1e-05,4903185,540083,11038,544096,11284,0.1101494232830292,0.0022511897878623,0.1109678708839254,0.0023013612580394
